Year,Country,Product,Flows,Value OR Volume,Unit,Superscript
2013,Cameroon,Sawnwood (NC.T.),Imports Unit Value,989.25,$/m3,C
2014,Cameroon,Sawnwood (NC.T.),Imports Unit Value,1217.3333333333335,$/m3,C
2015,Cameroon,Sawnwood (NC.T.),Imports Unit Value,1083,$/m3,C
2016,Cameroon,Sawnwood (NC.T.),Imports Unit Value,422,$/m3,C
2017,Cameroon,Sawnwood (NC.T.),Imports Unit Value,932.4999999999999,$/m3,C
2018,Cameroon,Sawnwood (NC.T.),Imports Unit Value,1809.9999999999998,$/m3,CB
2019,Cameroon,Sawnwood (NC.T.),Imports Unit Value,449.71126760563385,$/m3,CB
2020,Cameroon,Sawnwood (NC.T.),Imports Unit Value,712.48,$/m3,C
2021,Cameroon,Sawnwood (NC.T.),Imports Unit Value,287.46666666666664,$/m3,C
2022,Cameroon,Sawnwood (NC.T.),Imports Unit Value,126,$/m3,CB
2023,Cameroon,Sawnwood (NC.T.),Imports Unit Value,901,$/m3,CB
1993,Cameroon,Veneer,Imports Unit Value,57.85714285714285,$/m3,I
1995,Cameroon,Veneer,Imports Unit Value,631.3579720781936,$/m3,I
1996,Cameroon,Veneer,Imports Unit Value,838.0000000000001,$/m3,I
1997,Cameroon,Veneer,Imports Unit Value,772,$/m3,I
1998,Cameroon,Veneer,Imports Unit Value,2751.342555515992,$/m3,I
1999,Cameroon,Veneer,Imports Unit Value,884.5643520566123,$/m3,I
2000,Cameroon,Veneer,Imports Unit Value,0,$/m3,C
2001,Cameroon,Veneer,Imports Unit Value,1824.5940584359923,$/m3,I
2002,Cameroon,Veneer,Imports Unit Value,1605.2283802195493,$/m3,I
2003,Cameroon,Veneer,Imports Unit Value,1177.7981294804913,$/m3,I
2004,Cameroon,Veneer,Imports Unit Value,782.625,$/m3,I
2005,Cameroon,Veneer,Imports Unit Value,653.3571428571428,$/m3,I
2006,Cameroon,Veneer,Imports Unit Value,766.8684210526317,$/m3,I
2007,Cameroon,Veneer,Imports Unit Value,1208.9444444444446,$/m3,I
2008,Cameroon,Veneer,Imports Unit Value,1324.4499999999998,$/m3,I
2009,Cameroon,Veneer,Imports Unit Value,2807.536977157921,$/m3,I
2010,Cameroon,Veneer,Imports Unit Value,2861,$/m3,I
2011,Cameroon,Veneer,Imports Unit Value,1723.5,$/m3,I
2012,Cameroon,Veneer,Imports Unit Value,1638.5000000000002,$/m3,I
2013,Cameroon,Veneer,Imports Unit Value,2629.7365802952054,$/m3,I
2014,Cameroon,Veneer,Imports Unit Value,1182.5,$/m3,I
2015,Cameroon,Veneer,Imports Unit Value,1182,$/m3,I
2016,Cameroon,Veneer,Imports Unit Value,1179,$/m3,I
2017,Cameroon,Veneer,Imports Unit Value,343.57834216620364,$/m3,I
2018,Cameroon,Veneer,Imports Unit Value,613.8657454446928,$/m3,I
2019,Cameroon,Veneer,Imports Unit Value,1642,$/m3,I
2020,Cameroon,Veneer,Imports Unit Value,6880,$/m3,CB
2021,Cameroon,Veneer,Imports Unit Value,256,$/m3,I
2023,Cameroon,Veneer,Imports Unit Value,1388.6666666666665,$/m3,I
1995,Cameroon,Veneer (C),Imports Unit Value,2148.2277121374864,$/m3,CR
1997,Cameroon,Veneer (C),Imports Unit Value,1611.1707841031148,$/m3,CR
1999,Cameroon,Veneer (C),Imports Unit Value,375.9398496240602,$/m3,C
2000,Cameroon,Veneer (C),Imports Unit Value,0,$/m3,C
2001,Cameroon,Veneer (C),Imports Unit Value,3034.7844384315144,$/m3,C
2002,Cameroon,Veneer (C),Imports Unit Value,1332.824638596269,$/m3,CB
2003,Cameroon,Veneer (C),Imports Unit Value,159.17391631503705,$/m3,C
2004,Cameroon,Veneer (C),Imports Unit Value,817.6691729323308,$/m3,CBI
2005,Cameroon,Veneer (C),Imports Unit Value,3659.1478696741856,$/m3,C
2008,Cameroon,Veneer (C),Imports Unit Value,460.5263157894737,$/m3,CB
2010,Cameroon,Veneer (C),Imports Unit Value,2255.6390977443607,$/m3,CR
2011,Cameroon,Veneer (C),Imports Unit Value,1169.5906432748538,$/m3,CR
2012,Cameroon,Veneer (C),Imports Unit Value,9250,$/m3,C
2013,Cameroon,Veneer (C),Imports Unit Value,4144.844870797684,$/m3,C
2014,Cameroon,Veneer (C),Imports Unit Value,999.3178717598909,$/m3,CB
2015,Cameroon,Veneer (C),Imports Unit Value,764.9231938659698,$/m3,CB
2016,Cameroon,Veneer (C),Imports Unit Value,11278.195488721803,$/m3,CR
2017,Cameroon,Veneer (C),Imports Unit Value,852.1303258145364,$/m3,CR
2021,Cameroon,Veneer (C),Imports Unit Value,793.1118117875334,$/m3,CB
1993,Cameroon,Veneer (NC),Imports Unit Value,57.85714285714285,$/m3,CB
1995,Cameroon,Veneer (NC),Imports Unit Value,627.037164662219,$/m3,C
1996,Cameroon,Veneer (NC),Imports Unit Value,838.0000000000001,$/m3,CB
1997,Cameroon,Veneer (NC),Imports Unit Value,768,$/m3,CB
1998,Cameroon,Veneer (NC),Imports Unit Value,2751.342555515992,$/m3,C
1999,Cameroon,Veneer (NC),Imports Unit Value,1496.4150302496166,$/m3,C
2001,Cameroon,Veneer (NC),Imports Unit Value,531.8559556786703,$/m3,CB
2002,Cameroon,Veneer (NC),Imports Unit Value,2834.5864661654136,$/m3,CB
2003,Cameroon,Veneer (NC),Imports Unit Value,1778.5667346573016,$/m3,CB
2004,Cameroon,Veneer (NC),Imports Unit Value,771.625,$/m3,CB
2005,Cameroon,Veneer (NC),Imports Unit Value,648.142857142857,$/m3,CB
2006,Cameroon,Veneer (NC),Imports Unit Value,766.8684210526317,$/m3,CB
2007,Cameroon,Veneer (NC),Imports Unit Value,1208.9444444444446,$/m3,CB
2008,Cameroon,Veneer (NC),Imports Unit Value,1386.421052631579,$/m3,CB
2009,Cameroon,Veneer (NC),Imports Unit Value,2807.536977157921,$/m3,C
2010,Cameroon,Veneer (NC),Imports Unit Value,2857.9999999999995,$/m3,C
2011,Cameroon,Veneer (NC),Imports Unit Value,1716,$/m3,C
2012,Cameroon,Veneer (NC),Imports Unit Value,551.1428571428571,$/m3,C
2013,Cameroon,Veneer (NC),Imports Unit Value,689.1494305681949,$/m3,C
2014,Cameroon,Veneer (NC),Imports Unit Value,2072,$/m3,C
2015,Cameroon,Veneer (NC),Imports Unit Value,1336.4963210164449,$/m3,CB
2016,Cameroon,Veneer (NC),Imports Unit Value,1176.5,$/m3,C
2017,Cameroon,Veneer (NC),Imports Unit Value,320.2288100648354,$/m3,C
2018,Cameroon,Veneer (NC),Imports Unit Value,613.8657454446928,$/m3,C
2019,Cameroon,Veneer (NC),Imports Unit Value,1642,$/m3,C
2020,Cameroon,Veneer (NC),Imports Unit Value,6880,$/m3,CB
2021,Cameroon,Veneer (NC),Imports Unit Value,123.33333333333334,$/m3,C
2023,Cameroon,Veneer (NC),Imports Unit Value,1388.6666666666665,$/m3,CB
1993,Cameroon,Veneer (NC.T.),Imports Unit Value,57.85714285714285,$/m3,CB
1995,Cameroon,Veneer (NC.T.),Imports Unit Value,470.9058659174031,$/m3,C
1996,Cameroon,Veneer (NC.T.),Imports Unit Value,838.0000000000001,$/m3,CB
1997,Cameroon,Veneer (NC.T.),Imports Unit Value,768,$/m3,CB
1998,Cameroon,Veneer (NC.T.),Imports Unit Value,2927.3182957393483,$/m3,C
1999,Cameroon,Veneer (NC.T.),Imports Unit Value,1171.2698832508406,$/m3,C
2001,Cameroon,Veneer (NC.T.),Imports Unit Value,531.8559556786703,$/m3,CB
2004,Cameroon,Veneer (NC.T.),Imports Unit Value,771.625,$/m3,CB
2005,Cameroon,Veneer (NC.T.),Imports Unit Value,648.142857142857,$/m3,CB
2006,Cameroon,Veneer (NC.T.),Imports Unit Value,682.5714285714287,$/m3,CB
2007,Cameroon,Veneer (NC.T.),Imports Unit Value,1042.75,$/m3,CB
2008,Cameroon,Veneer (NC.T.),Imports Unit Value,1330.842105263158,$/m3,CB
2009,Cameroon,Veneer (NC.T.),Imports Unit Value,1750.46992481203,$/m3,C
2010,Cameroon,Veneer (NC.T.),Imports Unit Value,958.7004761186633,$/m3,C
2011,Cameroon,Veneer (NC.T.),Imports Unit Value,1816.9175433593964,$/m3,C
2012,Cameroon,Veneer (NC.T.),Imports Unit Value,640.6666666666666,$/m3,C
2013,Cameroon,Veneer (NC.T.),Imports Unit Value,136.47981339487333,$/m3,CR
2014,Cameroon,Veneer (NC.T.),Imports Unit Value,1681.3687762713869,$/m3,C
2015,Cameroon,Veneer (NC.T.),Imports Unit Value,1131.922067072443,$/m3,CB
2016,Cameroon,Veneer (NC.T.),Imports Unit Value,1087.6598023248032,$/m3,C
2017,Cameroon,Veneer (NC.T.),Imports Unit Value,247.85611878096347,$/m3,C
2018,Cameroon,Veneer (NC.T.),Imports Unit Value,171.19722382880278,$/m3,C
2020,Cameroon,Veneer (NC.T.),Imports Unit Value,6880,$/m3,CB
2021,Cameroon,Veneer (NC.T.),Imports Unit Value,98.33333333333334,$/m3,C
1990,Cameroon,Plywood,Imports Unit Value,499.10526315789474,$/m3,I
1992,Cameroon,Plywood,Imports Unit Value,557,$/m3,I
1993,Cameroon,Plywood,Imports Unit Value,1113.1725417439704,$/m3,I
1995,Cameroon,Plywood,Imports Unit Value,509.6333333333333,$/m3,I
1996,Cameroon,Plywood,Imports Unit Value,696.4565217391304,$/m3,I
1997,Cameroon,Plywood,Imports Unit Value,547,$/m3,I
1998,Cameroon,Plywood,Imports Unit Value,589.3333333333334,$/m3,I
1999,Cameroon,Plywood,Imports Unit Value,599.6808510638299,$/m3,I
2000,Cameroon,Plywood,Imports Unit Value,498.2222222222222,$/m3,I
2001,Cameroon,Plywood,Imports Unit Value,276.4887218045113,$/m3,I
2002,Cameroon,Plywood,Imports Unit Value,572.4375,$/m3,I
2003,Cameroon,Plywood,Imports Unit Value,348.57936507936506,$/m3,I
2004,Cameroon,Plywood,Imports Unit Value,744.5,$/m3,I
2005,Cameroon,Plywood,Imports Unit Value,426.90625000000006,$/m3,I
2006,Cameroon,Plywood,Imports Unit Value,590.3793103448277,$/m3,I
2007,Cameroon,Plywood,Imports Unit Value,574.1212121212121,$/m3,I
2008,Cameroon,Plywood,Imports Unit Value,711.5151515151515,$/m3,I
2009,Cameroon,Plywood,Imports Unit Value,733.5666666666667,$/m3,I
2010,Cameroon,Plywood,Imports Unit Value,275.28000000000003,$/m3,I
2011,Cameroon,Plywood,Imports Unit Value,605.2222222222222,$/m3,I
2012,Cameroon,Plywood,Imports Unit Value,513.5555555555555,$/m3,I
2013,Cameroon,Plywood,Imports Unit Value,443.5344827586207,$/m3,I
2014,Cameroon,Plywood,Imports Unit Value,683.7832167832167,$/m3,I
2015,Cameroon,Plywood,Imports Unit Value,562.3493975903615,$/m3,I
2016,Cameroon,Plywood,Imports Unit Value,550.5157894736842,$/m3,I
2017,Cameroon,Plywood,Imports Unit Value,446.38842975206614,$/m3,I
2018,Cameroon,Plywood,Imports Unit Value,387.00938967136153,$/m3,I
2019,Cameroon,Plywood,Imports Unit Value,608.4303797468355,$/m3,I
2020,Cameroon,Plywood,Imports Unit Value,578.9895833333334,$/m3,I
2021,Cameroon,Plywood,Imports Unit Value,620.6287878787879,$/m3,I
2022,Cameroon,Plywood,Imports Unit Value,401.6092715231788,$/m3,I
2023,Cameroon,Plywood,Imports Unit Value,567.22,$/m3,I
1995,Cameroon,Plywood (C),Imports Unit Value,161.8421052631579,$/m3,CB
1996,Cameroon,Plywood (C),Imports Unit Value,999.4999999999999,$/m3,CB
1997,Cameroon,Plywood (C),Imports Unit Value,641.8333333333334,$/m3,CB
1998,Cameroon,Plywood (C),Imports Unit Value,652,$/m3,C
1999,Cameroon,Plywood (C),Imports Unit Value,374.8333333333333,$/m3,CB
2000,Cameroon,Plywood (C),Imports Unit Value,405.5909090909091,$/m3,CB
2001,Cameroon,Plywood (C),Imports Unit Value,148.9047619047619,$/m3,CB
2002,Cameroon,Plywood (C),Imports Unit Value,588.6,$/m3,CB
2003,Cameroon,Plywood (C),Imports Unit Value,334.22222222222223,$/m3,CB
2004,Cameroon,Plywood (C),Imports Unit Value,776.1666666666667,$/m3,CB
2005,Cameroon,Plywood (C),Imports Unit Value,246.13333333333335,$/m3,CB
2006,Cameroon,Plywood (C),Imports Unit Value,477.6,$/m3,CB
2007,Cameroon,Plywood (C),Imports Unit Value,403.4583333333333,$/m3,CB
2008,Cameroon,Plywood (C),Imports Unit Value,482.6521739130435,$/m3,C
2009,Cameroon,Plywood (C),Imports Unit Value,666.4,$/m3,C
2010,Cameroon,Plywood (C),Imports Unit Value,426.3333333333333,$/m3,CB
2011,Cameroon,Plywood (C),Imports Unit Value,353,$/m3,CB
2012,Cameroon,Plywood (C),Imports Unit Value,409.94,$/m3,CB
2013,Cameroon,Plywood (C),Imports Unit Value,346.21649484536084,$/m3,CB
2014,Cameroon,Plywood (C),Imports Unit Value,477.0344827586207,$/m3,CB
2015,Cameroon,Plywood (C),Imports Unit Value,476.2878787878788,$/m3,CB
2016,Cameroon,Plywood (C),Imports Unit Value,372.9393939393939,$/m3,CB
2017,Cameroon,Plywood (C),Imports Unit Value,833.9230769230769,$/m3,CB
2018,Cameroon,Plywood (C),Imports Unit Value,477.9107142857142,$/m3,C
2019,Cameroon,Plywood (C),Imports Unit Value,433.75,$/m3,CB
2020,Cameroon,Plywood (C),Imports Unit Value,462.1666666666667,$/m3,CB
2021,Cameroon,Plywood (C),Imports Unit Value,578.2499999999999,$/m3,CB
2022,Cameroon,Plywood (C),Imports Unit Value,203.87755102040816,$/m3,CB
2023,Cameroon,Plywood (C),Imports Unit Value,697.2105263157895,$/m3,CB
1990,Cameroon,Plywood (NC),Imports Unit Value,499.10526315789474,$/m3,CB
1992,Cameroon,Plywood (NC),Imports Unit Value,557,$/m3,CB
1993,Cameroon,Plywood (NC),Imports Unit Value,1113.1725417439704,$/m3,CB
1995,Cameroon,Plywood (NC),Imports Unit Value,670.780487804878,$/m3,C
1996,Cameroon,Plywood (NC),Imports Unit Value,683.8536585365854,$/m3,C
1997,Cameroon,Plywood (NC),Imports Unit Value,535.3673469387755,$/m3,C
1998,Cameroon,Plywood (NC),Imports Unit Value,587.8048780487806,$/m3,C
1999,Cameroon,Plywood (NC),Imports Unit Value,648.375,$/m3,C
2000,Cameroon,Plywood (NC),Imports Unit Value,586.7826086956521,$/m3,C
2001,Cameroon,Plywood (NC),Imports Unit Value,754.8928571428571,$/m3,C
2002,Cameroon,Plywood (NC),Imports Unit Value,575.0909090909091,$/m3,C
2003,Cameroon,Plywood (NC),Imports Unit Value,367.7222222222222,$/m3,CB
2004,Cameroon,Plywood (NC),Imports Unit Value,735,$/m3,C
2005,Cameroon,Plywood (NC),Imports Unit Value,586.3529411764706,$/m3,CI
2006,Cameroon,Plywood (NC),Imports Unit Value,644.7142857142857,$/m3,C
2007,Cameroon,Plywood (NC),Imports Unit Value,671.6428571428571,$/m3,C
2008,Cameroon,Plywood (NC),Imports Unit Value,833.9302325581394,$/m3,C
2009,Cameroon,Plywood (NC),Imports Unit Value,778.0833333333334,$/m3,C
2010,Cameroon,Plywood (NC),Imports Unit Value,266,$/m3,C
2011,Cameroon,Plywood (NC),Imports Unit Value,789.625,$/m3,C
2012,Cameroon,Plywood (NC),Imports Unit Value,912.076923076923,$/m3,C
2013,Cameroon,Plywood (NC),Imports Unit Value,940.3684210526314,$/m3,C
2014,Cameroon,Plywood (NC),Imports Unit Value,1004.9642857142856,$/m3,C
2015,Cameroon,Plywood (NC),Imports Unit Value,896.4117647058822,$/m3,CB
2016,Cameroon,Plywood (NC),Imports Unit Value,655.6065573770492,$/m3,C
2017,Cameroon,Plywood (NC),Imports Unit Value,399.74074074074076,$/m3,CB
2018,Cameroon,Plywood (NC),Imports Unit Value,354.5796178343949,$/m3,CB
2019,Cameroon,Plywood (NC),Imports Unit Value,617.7333333333333,$/m3,C
2020,Cameroon,Plywood (NC),Imports Unit Value,593.3595505617977,$/m3,C
2021,Cameroon,Plywood (NC),Imports Unit Value,632.0288461538461,$/m3,C
2022,Cameroon,Plywood (NC),Imports Unit Value,589.1290322580645,$/m3,CB
2023,Cameroon,Plywood (NC),Imports Unit Value,548.3587786259542,$/m3,CB
1990,Cameroon,Plywood (NC.T.),Imports Unit Value,397.5,$/m3,CB
1995,Cameroon,Plywood (NC.T.),Imports Unit Value,654.7560975609756,$/m3,C
1996,Cameroon,Plywood (NC.T.),Imports Unit Value,683.425,$/m3,C
1997,Cameroon,Plywood (NC.T.),Imports Unit Value,542.6458333333334,$/m3,C
1998,Cameroon,Plywood (NC.T.),Imports Unit Value,583.1,$/m3,C
1999,Cameroon,Plywood (NC.T.),Imports Unit Value,636.9487179487179,$/m3,C
2000,Cameroon,Plywood (NC.T.),Imports Unit Value,542.9499999999999,$/m3,C
2001,Cameroon,Plywood (NC.T.),Imports Unit Value,602.6153846153846,$/m3,C
2002,Cameroon,Plywood (NC.T.),Imports Unit Value,647.68,$/m3,C
2003,Cameroon,Plywood (NC.T.),Imports Unit Value,365.9423076923077,$/m3,CB
2004,Cameroon,Plywood (NC.T.),Imports Unit Value,715.8421052631578,$/m3,C
2005,Cameroon,Plywood (NC.T.),Imports Unit Value,580.1176470588235,$/m3,C
2006,Cameroon,Plywood (NC.T.),Imports Unit Value,548.0749999999999,$/m3,C
2007,Cameroon,Plywood (NC.T.),Imports Unit Value,559.425,$/m3,C
2008,Cameroon,Plywood (NC.T.),Imports Unit Value,647.9230769230769,$/m3,C
2009,Cameroon,Plywood (NC.T.),Imports Unit Value,778.2142857142857,$/m3,C
2010,Cameroon,Plywood (NC.T.),Imports Unit Value,296.1463414634147,$/m3,C
2011,Cameroon,Plywood (NC.T.),Imports Unit Value,932.8571428571428,$/m3,C
2012,Cameroon,Plywood (NC.T.),Imports Unit Value,829.8,$/m3,C
2013,Cameroon,Plywood (NC.T.),Imports Unit Value,1075,$/m3,C
2014,Cameroon,Plywood (NC.T.),Imports Unit Value,1122,$/m3,C
2015,Cameroon,Plywood (NC.T.),Imports Unit Value,1837.9999999999998,$/m3,CB
2016,Cameroon,Plywood (NC.T.),Imports Unit Value,815.625,$/m3,C
2017,Cameroon,Plywood (NC.T.),Imports Unit Value,768.1705905516509,$/m3,C
2018,Cameroon,Plywood (NC.T.),Imports Unit Value,757.75,$/m3,C
2019,Cameroon,Plywood (NC.T.),Imports Unit Value,389.8125,$/m3,C
2020,Cameroon,Plywood (NC.T.),Imports Unit Value,434.75000000000006,$/m3,C
2021,Cameroon,Plywood (NC.T.),Imports Unit Value,1029.8666666666666,$/m3,C
2022,Cameroon,Plywood (NC.T.),Imports Unit Value,120.19999999999999,$/m3,CB
2023,Cameroon,Plywood (NC.T.),Imports Unit Value,468.14285714285717,$/m3,CB
1990,Cameroon,Ind. roundwood,Exports Quantity,756.1,1000 m3,I
1991,Cameroon,Ind. roundwood,Exports Quantity,770.82,1000 m3,I
1992,Cameroon,Ind. roundwood,Exports Quantity,679.86,1000 m3,I
1993,Cameroon,Ind. roundwood,Exports Quantity,791.5,1000 m3,I
1994,Cameroon,Ind. roundwood,Exports Quantity,1255.05,1000 m3,I
1995,Cameroon,Ind. roundwood,Exports Quantity,1236.5,1000 m3,I
1996,Cameroon,Ind. roundwood,Exports Quantity,1238.48,1000 m3,I
1997,Cameroon,Ind. roundwood,Exports Quantity,1851.65,1000 m3,I
1998,Cameroon,Ind. roundwood,Exports Quantity,1543.08,1000 m3,CB
1999,Cameroon,Ind. roundwood,Exports Quantity,1267.94,1000 m3,CB
2000,Cameroon,Ind. roundwood,Exports Quantity,912.96,1000 m3,I
2001,Cameroon,Ind. roundwood,Exports Quantity,590.44,1000 m3,I
2002,Cameroon,Ind. roundwood,Exports Quantity,576.28,1000 m3,I
2003,Cameroon,Ind. roundwood,Exports Quantity,380.59,1000 m3,I
2004,Cameroon,Ind. roundwood,Exports Quantity,354.61,1000 m3,I
2005,Cameroon,Ind. roundwood,Exports Quantity,219.22,1000 m3,I
2006,Cameroon,Ind. roundwood,Exports Quantity,500.64,1000 m3,I
2007,Cameroon,Ind. roundwood,Exports Quantity,492,1000 m3,I
2008,Cameroon,Ind. roundwood,Exports Quantity,351.75,1000 m3,I
2009,Cameroon,Ind. roundwood,Exports Quantity,450.33,1000 m3,I
2010,Cameroon,Ind. roundwood,Exports Quantity,702.95,1000 m3,I
2011,Cameroon,Ind. roundwood,Exports Quantity,784.08,1000 m3,I
2012,Cameroon,Ind. roundwood,Exports Quantity,852.4,1000 m3,I
2013,Cameroon,Ind. roundwood,Exports Quantity,804.38,1000 m3,I
2014,Cameroon,Ind. roundwood,Exports Quantity,1051.19,1000 m3,I
2015,Cameroon,Ind. roundwood,Exports Quantity,1152.56,1000 m3,I
2016,Cameroon,Ind. roundwood,Exports Quantity,1391.02,1000 m3,I
2017,Cameroon,Ind. roundwood,Exports Quantity,1418.04,1000 m3,I
2018,Cameroon,Ind. roundwood,Exports Quantity,1350.9,1000 m3,I
2019,Cameroon,Ind. roundwood,Exports Quantity,972.57,1000 m3,I
2020,Cameroon,Ind. roundwood,Exports Quantity,837.28,1000 m3,CB
2021,Cameroon,Ind. roundwood,Exports Quantity,788.26,1000 m3,I
2022,Cameroon,Ind. roundwood,Exports Quantity,812.71,1000 m3,I
2023,Cameroon,Ind. roundwood,Exports Quantity,726.66,1000 m3,I
1990,Cameroon,Ind. roundwood (C),Exports Quantity,0.1,1000 m3,CBR
1991,Cameroon,Ind. roundwood (C),Exports Quantity,0.003,1000 m3,CBRI
1992,Cameroon,Ind. roundwood (C),Exports Quantity,0,1000 m3,
1993,Cameroon,Ind. roundwood (C),Exports Quantity,0,1000 m3,
1994,Cameroon,Ind. roundwood (C),Exports Quantity,0,1000 m3,
1995,Cameroon,Ind. roundwood (C),Exports Quantity,0.5,1000 m3,CB
1996,Cameroon,Ind. roundwood (C),Exports Quantity,6.41,1000 m3,CB
1997,Cameroon,Ind. roundwood (C),Exports Quantity,5.48,1000 m3,CBI
1998,Cameroon,Ind. roundwood (C),Exports Quantity,5.83,1000 m3,CB
1999,Cameroon,Ind. roundwood (C),Exports Quantity,5.83,1000 m3,CB
2000,Cameroon,Ind. roundwood (C),Exports Quantity,3.96,1000 m3,CBI
2001,Cameroon,Ind. roundwood (C),Exports Quantity,1.4,1000 m3,CB
2002,Cameroon,Ind. roundwood (C),Exports Quantity,0.27,1000 m3,CBRI
2003,Cameroon,Ind. roundwood (C),Exports Quantity,1.17,1000 m3,CBI
2004,Cameroon,Ind. roundwood (C),Exports Quantity,0.24,1000 m3,CBRI
2005,Cameroon,Ind. roundwood (C),Exports Quantity,0.29,1000 m3,CBR
2006,Cameroon,Ind. roundwood (C),Exports Quantity,0.33,1000 m3,CBR
2007,Cameroon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
2008,Cameroon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
2009,Cameroon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
2010,Cameroon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
2011,Cameroon,Ind. roundwood (C),Exports Quantity,3.52,1000 m3,CB
2012,Cameroon,Ind. roundwood (C),Exports Quantity,0.14,1000 m3,CBR
2013,Cameroon,Ind. roundwood (C),Exports Quantity,2.38,1000 m3,CB
2014,Cameroon,Ind. roundwood (C),Exports Quantity,0.19,1000 m3,CBRI
2015,Cameroon,Ind. roundwood (C),Exports Quantity,0.56,1000 m3,CBI
2016,Cameroon,Ind. roundwood (C),Exports Quantity,0.02,1000 m3,CBRI
2017,Cameroon,Ind. roundwood (C),Exports Quantity,0.04,1000 m3,CBRI
2018,Cameroon,Ind. roundwood (C),Exports Quantity,0.04,1000 m3,RX
2019,Cameroon,Ind. roundwood (C),Exports Quantity,0.08,1000 m3,CBR
2020,Cameroon,Ind. roundwood (C),Exports Quantity,0.32,1000 m3,CBR
2021,Cameroon,Ind. roundwood (C),Exports Quantity,0.25,1000 m3,CBR
2022,Cameroon,Ind. roundwood (C),Exports Quantity,0.25,1000 m3,RX
2023,Cameroon,Ind. roundwood (C),Exports Quantity,0.25,1000 m3,RX
1990,Cameroon,Ind. roundwood (NC),Exports Quantity,756,1000 m3,F
1991,Cameroon,Ind. roundwood (NC),Exports Quantity,770.82,1000 m3,F
1992,Cameroon,Ind. roundwood (NC),Exports Quantity,679.86,1000 m3,F
1993,Cameroon,Ind. roundwood (NC),Exports Quantity,791.5,1000 m3,F
1994,Cameroon,Ind. roundwood (NC),Exports Quantity,1255.05,1000 m3,CB
1995,Cameroon,Ind. roundwood (NC),Exports Quantity,1236,1000 m3,F
1996,Cameroon,Ind. roundwood (NC),Exports Quantity,1232.07,1000 m3,I
1997,Cameroon,Ind. roundwood (NC),Exports Quantity,1846.17,1000 m3,I
1998,Cameroon,Ind. roundwood (NC),Exports Quantity,1537.25,1000 m3,CB
1999,Cameroon,Ind. roundwood (NC),Exports Quantity,1262.1,1000 m3,CB
2000,Cameroon,Ind. roundwood (NC),Exports Quantity,909,1000 m3,CBI
2001,Cameroon,Ind. roundwood (NC),Exports Quantity,589.03,1000 m3,CBI
2002,Cameroon,Ind. roundwood (NC),Exports Quantity,576.01,1000 m3,CBI
2003,Cameroon,Ind. roundwood (NC),Exports Quantity,379.42,1000 m3,CBI
2004,Cameroon,Ind. roundwood (NC),Exports Quantity,354.37,1000 m3,CBI
2005,Cameroon,Ind. roundwood (NC),Exports Quantity,218.92,1000 m3,CBI
2006,Cameroon,Ind. roundwood (NC),Exports Quantity,500.31,1000 m3,CBI
2007,Cameroon,Ind. roundwood (NC),Exports Quantity,492,1000 m3,CBI
2008,Cameroon,Ind. roundwood (NC),Exports Quantity,351.75,1000 m3,CBI
2009,Cameroon,Ind. roundwood (NC),Exports Quantity,450.33,1000 m3,CB
2010,Cameroon,Ind. roundwood (NC),Exports Quantity,702.95,1000 m3,CBI
2011,Cameroon,Ind. roundwood (NC),Exports Quantity,780.55,1000 m3,CBI
2012,Cameroon,Ind. roundwood (NC),Exports Quantity,852.26,1000 m3,CBI
2013,Cameroon,Ind. roundwood (NC),Exports Quantity,802,1000 m3,CBI
2014,Cameroon,Ind. roundwood (NC),Exports Quantity,1051,1000 m3,CBI
2015,Cameroon,Ind. roundwood (NC),Exports Quantity,1152,1000 m3,CBI
2016,Cameroon,Ind. roundwood (NC),Exports Quantity,1391,1000 m3,CBI
2017,Cameroon,Ind. roundwood (NC),Exports Quantity,1418,1000 m3,CBI
2018,Cameroon,Ind. roundwood (NC),Exports Quantity,1350.86,1000 m3,CBI
2019,Cameroon,Ind. roundwood (NC),Exports Quantity,972.48,1000 m3,CBI
2020,Cameroon,Ind. roundwood (NC),Exports Quantity,836.96,1000 m3,CB
2021,Cameroon,Ind. roundwood (NC),Exports Quantity,788.01,1000 m3,CBI
2022,Cameroon,Ind. roundwood (NC),Exports Quantity,812.46,1000 m3,CBI
2023,Cameroon,Ind. roundwood (NC),Exports Quantity,726.41,1000 m3,*
1990,Cameroon,Ind. roundwood (NC.T.),Exports Quantity,756,1000 m3,I
1991,Cameroon,Ind. roundwood (NC.T.),Exports Quantity,770.82,1000 m3,I
1992,Cameroon,Ind. roundwood (NC.T.),Exports Quantity,679.86,1000 m3,I
1993,Cameroon,Ind. roundwood (NC.T.),Exports Quantity,791.5,1000 m3,I
1994,Cameroon,Ind. roundwood (NC.T.),Exports Quantity,1255.05,1000 m3,CB
1995,Cameroon,Ind. roundwood (NC.T.),Exports Quantity,1236,1000 m3,I
1996,Cameroon,Ind. roundwood (NC.T.),Exports Quantity,1232.07,1000 m3,I
1997,Cameroon,Ind. roundwood (NC.T.),Exports Quantity,1846.17,1000 m3,I
1998,Cameroon,Ind. roundwood (NC.T.),Exports Quantity,1537.25,1000 m3,CB
