Year,Country,Product,Flows,Value OR Volume,Unit,Superscript
1990,Gabon,Ind. roundwood,Production Quantity,1633,1000 m3,I
1991,Gabon,Ind. roundwood,Production Quantity,1800,1000 m3,I
1992,Gabon,Ind. roundwood,Production Quantity,1800,1000 m3,I
1993,Gabon,Ind. roundwood,Production Quantity,1859,1000 m3,I
1994,Gabon,Ind. roundwood,Production Quantity,2127,1000 m3,I
1995,Gabon,Ind. roundwood,Production Quantity,2298,1000 m3,I
1996,Gabon,Ind. roundwood,Production Quantity,2700,1000 m3,I
1997,Gabon,Ind. roundwood,Production Quantity,2775,1000 m3,I
1998,Gabon,Ind. roundwood,Production Quantity,2775,1000 m3,I
1999,Gabon,Ind. roundwood,Production Quantity,3634.7,1000 m3,
2000,Gabon,Ind. roundwood,Production Quantity,3729,1000 m3,I
2001,Gabon,Ind. roundwood,Production Quantity,4229,1000 m3,I
2002,Gabon,Ind. roundwood,Production Quantity,3624.72,1000 m3,I
2003,Gabon,Ind. roundwood,Production Quantity,3575.1,1000 m3,I
2004,Gabon,Ind. roundwood,Production Quantity,3509,1000 m3,I
2005,Gabon,Ind. roundwood,Production Quantity,3208,1000 m3,I
2006,Gabon,Ind. roundwood,Production Quantity,3509,1000 m3,I
2007,Gabon,Ind. roundwood,Production Quantity,3908,1000 m3,I
2008,Gabon,Ind. roundwood,Production Quantity,3309,1000 m3,I
2009,Gabon,Ind. roundwood,Production Quantity,3957.23,1000 m3,I
2010,Gabon,Ind. roundwood,Production Quantity,2410,1000 m3,I
2011,Gabon,Ind. roundwood,Production Quantity,1910,1000 m3,I
2012,Gabon,Ind. roundwood,Production Quantity,1729.41,1000 m3,I
2013,Gabon,Ind. roundwood,Production Quantity,2020,1000 m3,I
2014,Gabon,Ind. roundwood,Production Quantity,2220,1000 m3,I
2015,Gabon,Ind. roundwood,Production Quantity,2020,1000 m3,I
2016,Gabon,Ind. roundwood,Production Quantity,2020,1000 m3,X
2017,Gabon,Ind. roundwood,Production Quantity,2320,1000 m3,I
2018,Gabon,Ind. roundwood,Production Quantity,2820,1000 m3,I
2019,Gabon,Ind. roundwood,Production Quantity,2925,1000 m3,I
2020,Gabon,Ind. roundwood,Production Quantity,3094.22,1000 m3,I
2021,Gabon,Ind. roundwood,Production Quantity,3771.18,1000 m3,I
2022,Gabon,Ind. roundwood,Production Quantity,3771.18,1000 m3,X
2023,Gabon,Ind. roundwood,Production Quantity,3771.18,1000 m3,X
1990,Gabon,Ind. roundwood (C),Production Quantity,0,1000 m3,
1991,Gabon,Ind. roundwood (C),Production Quantity,0,1000 m3,
1992,Gabon,Ind. roundwood (C),Production Quantity,0,1000 m3,
1993,Gabon,Ind. roundwood (C),Production Quantity,0,1000 m3,
1994,Gabon,Ind. roundwood (C),Production Quantity,0,1000 m3,
1995,Gabon,Ind. roundwood (C),Production Quantity,0,1000 m3,
1996,Gabon,Ind. roundwood (C),Production Quantity,0,1000 m3,
1997,Gabon,Ind. roundwood (C),Production Quantity,0,1000 m3,
1998,Gabon,Ind. roundwood (C),Production Quantity,0,1000 m3,
1999,Gabon,Ind. roundwood (C),Production Quantity,0,1000 m3,
2000,Gabon,Ind. roundwood (C),Production Quantity,14,1000 m3,I
2001,Gabon,Ind. roundwood (C),Production Quantity,13,1000 m3,I
2002,Gabon,Ind. roundwood (C),Production Quantity,10,1000 m3,I
2003,Gabon,Ind. roundwood (C),Production Quantity,12,1000 m3,I
2004,Gabon,Ind. roundwood (C),Production Quantity,9,1000 m3,I
2005,Gabon,Ind. roundwood (C),Production Quantity,8,1000 m3,I
2006,Gabon,Ind. roundwood (C),Production Quantity,9,1000 m3,I
2007,Gabon,Ind. roundwood (C),Production Quantity,8,1000 m3,I
2008,Gabon,Ind. roundwood (C),Production Quantity,9,1000 m3,I
2009,Gabon,Ind. roundwood (C),Production Quantity,10,1000 m3,I
2010,Gabon,Ind. roundwood (C),Production Quantity,10,1000 m3,X
2011,Gabon,Ind. roundwood (C),Production Quantity,10,1000 m3,X
2012,Gabon,Ind. roundwood (C),Production Quantity,20,1000 m3,I
2013,Gabon,Ind. roundwood (C),Production Quantity,20,1000 m3,X
2014,Gabon,Ind. roundwood (C),Production Quantity,20,1000 m3,X
2015,Gabon,Ind. roundwood (C),Production Quantity,20,1000 m3,X
2016,Gabon,Ind. roundwood (C),Production Quantity,20,1000 m3,X
2017,Gabon,Ind. roundwood (C),Production Quantity,20,1000 m3,X
2018,Gabon,Ind. roundwood (C),Production Quantity,20,1000 m3,X
2019,Gabon,Ind. roundwood (C),Production Quantity,25,1000 m3,I
2020,Gabon,Ind. roundwood (C),Production Quantity,30,1000 m3,I
2021,Gabon,Ind. roundwood (C),Production Quantity,40,1000 m3,I
2022,Gabon,Ind. roundwood (C),Production Quantity,40,1000 m3,X
2023,Gabon,Ind. roundwood (C),Production Quantity,40,1000 m3,X
1990,Gabon,Ind. roundwood (NC),Production Quantity,1633,1000 m3,F
1991,Gabon,Ind. roundwood (NC),Production Quantity,1800,1000 m3,I
1992,Gabon,Ind. roundwood (NC),Production Quantity,1800,1000 m3,I
1993,Gabon,Ind. roundwood (NC),Production Quantity,1859,1000 m3,F
1994,Gabon,Ind. roundwood (NC),Production Quantity,2127,1000 m3,F
1995,Gabon,Ind. roundwood (NC),Production Quantity,2298,1000 m3,F
1996,Gabon,Ind. roundwood (NC),Production Quantity,2700,1000 m3,I
1997,Gabon,Ind. roundwood (NC),Production Quantity,2775,1000 m3,F
1998,Gabon,Ind. roundwood (NC),Production Quantity,2775,1000 m3,I
1999,Gabon,Ind. roundwood (NC),Production Quantity,3634.7,1000 m3,
2000,Gabon,Ind. roundwood (NC),Production Quantity,3715,1000 m3,
2001,Gabon,Ind. roundwood (NC),Production Quantity,4216,1000 m3,
2002,Gabon,Ind. roundwood (NC),Production Quantity,3614.72,1000 m3,
2003,Gabon,Ind. roundwood (NC),Production Quantity,3563.1,1000 m3,
2004,Gabon,Ind. roundwood (NC),Production Quantity,3500,1000 m3,
2005,Gabon,Ind. roundwood (NC),Production Quantity,3200,1000 m3,
2006,Gabon,Ind. roundwood (NC),Production Quantity,3500,1000 m3,
2007,Gabon,Ind. roundwood (NC),Production Quantity,3900,1000 m3,I
2008,Gabon,Ind. roundwood (NC),Production Quantity,3300,1000 m3,
2009,Gabon,Ind. roundwood (NC),Production Quantity,3947.23,1000 m3,*
2010,Gabon,Ind. roundwood (NC),Production Quantity,2400,1000 m3,I
2011,Gabon,Ind. roundwood (NC),Production Quantity,1900,1000 m3,I
2012,Gabon,Ind. roundwood (NC),Production Quantity,1709.41,1000 m3,*
2013,Gabon,Ind. roundwood (NC),Production Quantity,2000,1000 m3,
2014,Gabon,Ind. roundwood (NC),Production Quantity,2200,1000 m3,
2015,Gabon,Ind. roundwood (NC),Production Quantity,2000,1000 m3,I
2016,Gabon,Ind. roundwood (NC),Production Quantity,2000,1000 m3,X
2017,Gabon,Ind. roundwood (NC),Production Quantity,2300,1000 m3,I
2018,Gabon,Ind. roundwood (NC),Production Quantity,2800,1000 m3,I
2019,Gabon,Ind. roundwood (NC),Production Quantity,2900,1000 m3,I
2020,Gabon,Ind. roundwood (NC),Production Quantity,3064.22,1000 m3,
2021,Gabon,Ind. roundwood (NC),Production Quantity,3731.18,1000 m3,
2022,Gabon,Ind. roundwood (NC),Production Quantity,3731.18,1000 m3,X
2023,Gabon,Ind. roundwood (NC),Production Quantity,3731.18,1000 m3,X
1990,Gabon,Ind. roundwood (NC.T.),Production Quantity,1633,1000 m3,I
1991,Gabon,Ind. roundwood (NC.T.),Production Quantity,1800,1000 m3,I
1992,Gabon,Ind. roundwood (NC.T.),Production Quantity,1800,1000 m3,I
1993,Gabon,Ind. roundwood (NC.T.),Production Quantity,1859,1000 m3,I
1994,Gabon,Ind. roundwood (NC.T.),Production Quantity,2127,1000 m3,I
1995,Gabon,Ind. roundwood (NC.T.),Production Quantity,2298,1000 m3,I
1996,Gabon,Ind. roundwood (NC.T.),Production Quantity,2700,1000 m3,I
1997,Gabon,Ind. roundwood (NC.T.),Production Quantity,2775,1000 m3,I
1998,Gabon,Ind. roundwood (NC.T.),Production Quantity,2775,1000 m3,I
1999,Gabon,Ind. roundwood (NC.T.),Production Quantity,3634.7,1000 m3,I
2000,Gabon,Ind. roundwood (NC.T.),Production Quantity,3715,1000 m3,I
2001,Gabon,Ind. roundwood (NC.T.),Production Quantity,4216,1000 m3,I
2002,Gabon,Ind. roundwood (NC.T.),Production Quantity,3614.72,1000 m3,
2003,Gabon,Ind. roundwood (NC.T.),Production Quantity,3563.1,1000 m3,
2004,Gabon,Ind. roundwood (NC.T.),Production Quantity,3500,1000 m3,
2005,Gabon,Ind. roundwood (NC.T.),Production Quantity,3200,1000 m3,
2006,Gabon,Ind. roundwood (NC.T.),Production Quantity,3500,1000 m3,
2007,Gabon,Ind. roundwood (NC.T.),Production Quantity,3900,1000 m3,I
2008,Gabon,Ind. roundwood (NC.T.),Production Quantity,3300,1000 m3,
2009,Gabon,Ind. roundwood (NC.T.),Production Quantity,3947.23,1000 m3,I
2010,Gabon,Ind. roundwood (NC.T.),Production Quantity,2400,1000 m3,I
2011,Gabon,Ind. roundwood (NC.T.),Production Quantity,1900,1000 m3,I
2012,Gabon,Ind. roundwood (NC.T.),Production Quantity,1709.41,1000 m3,I
2013,Gabon,Ind. roundwood (NC.T.),Production Quantity,2000,1000 m3,I
2014,Gabon,Ind. roundwood (NC.T.),Production Quantity,2200,1000 m3,I
2015,Gabon,Ind. roundwood (NC.T.),Production Quantity,2000,1000 m3,I
2016,Gabon,Ind. roundwood (NC.T.),Production Quantity,2000,1000 m3,I
2017,Gabon,Ind. roundwood (NC.T.),Production Quantity,2300,1000 m3,I
2018,Gabon,Ind. roundwood (NC.T.),Production Quantity,2800,1000 m3,I
2019,Gabon,Ind. roundwood (NC.T.),Production Quantity,2900,1000 m3,I
2020,Gabon,Ind. roundwood (NC.T.),Production Quantity,3064.22,1000 m3,
2021,Gabon,Ind. roundwood (NC.T.),Production Quantity,3731.18,1000 m3,
2022,Gabon,Ind. roundwood (NC.T.),Production Quantity,3731.18,1000 m3,X
2023,Gabon,Ind. roundwood (NC.T.),Production Quantity,3731.18,1000 m3,X
1990,Gabon,Sawnwood,Production Quantity,37,1000 m3,I
1991,Gabon,Sawnwood,Production Quantity,85,1000 m3,I
1992,Gabon,Sawnwood,Production Quantity,155,1000 m3,I
1993,Gabon,Sawnwood,Production Quantity,153,1000 m3,I
1994,Gabon,Sawnwood,Production Quantity,173,1000 m3,I
1995,Gabon,Sawnwood,Production Quantity,100,1000 m3,I
1996,Gabon,Sawnwood,Production Quantity,50,1000 m3,I
1997,Gabon,Sawnwood,Production Quantity,30,1000 m3,I
1998,Gabon,Sawnwood,Production Quantity,60,1000 m3,
1999,Gabon,Sawnwood,Production Quantity,98.4,1000 m3,
2000,Gabon,Sawnwood,Production Quantity,90,1000 m3,I
2001,Gabon,Sawnwood,Production Quantity,114,1000 m3,I
2002,Gabon,Sawnwood,Production Quantity,178.05,1000 m3,I
2003,Gabon,Sawnwood,Production Quantity,233.1,1000 m3,I
2004,Gabon,Sawnwood,Production Quantity,203,1000 m3,I
2005,Gabon,Sawnwood,Production Quantity,243,1000 m3,I
2006,Gabon,Sawnwood,Production Quantity,238,1000 m3,I
2007,Gabon,Sawnwood,Production Quantity,303,1000 m3,I
2008,Gabon,Sawnwood,Production Quantity,293,1000 m3,I
2009,Gabon,Sawnwood,Production Quantity,283,1000 m3,I
2010,Gabon,Sawnwood,Production Quantity,340.41,1000 m3,I
2011,Gabon,Sawnwood,Production Quantity,503,1000 m3,I
2012,Gabon,Sawnwood,Production Quantity,503,1000 m3,I
2013,Gabon,Sawnwood,Production Quantity,523,1000 m3,I
2014,Gabon,Sawnwood,Production Quantity,651.49,1000 m3,I
2015,Gabon,Sawnwood,Production Quantity,651.49,1000 m3,I
2016,Gabon,Sawnwood,Production Quantity,651.49,1000 m3,I
2017,Gabon,Sawnwood,Production Quantity,801.49,1000 m3,I
2018,Gabon,Sawnwood,Production Quantity,960.33,1000 m3,I
2019,Gabon,Sawnwood,Production Quantity,952,1000 m3,I
2020,Gabon,Sawnwood,Production Quantity,903,1000 m3,I
2021,Gabon,Sawnwood,Production Quantity,803,1000 m3,I
2022,Gabon,Sawnwood,Production Quantity,1033,1000 m3,I
2023,Gabon,Sawnwood,Production Quantity,1033,1000 m3,X
1990,Gabon,Sawnwood (C),Production Quantity,0,1000 m3,
1991,Gabon,Sawnwood (C),Production Quantity,0,1000 m3,
1992,Gabon,Sawnwood (C),Production Quantity,0,1000 m3,
1993,Gabon,Sawnwood (C),Production Quantity,0,1000 m3,
1994,Gabon,Sawnwood (C),Production Quantity,0,1000 m3,
1995,Gabon,Sawnwood (C),Production Quantity,0,1000 m3,
1996,Gabon,Sawnwood (C),Production Quantity,0,1000 m3,
1997,Gabon,Sawnwood (C),Production Quantity,0,1000 m3,
1998,Gabon,Sawnwood (C),Production Quantity,0,1000 m3,
1999,Gabon,Sawnwood (C),Production Quantity,0,1000 m3,
2000,Gabon,Sawnwood (C),Production Quantity,2,1000 m3,I
2001,Gabon,Sawnwood (C),Production Quantity,2,1000 m3,X
2002,Gabon,Sawnwood (C),Production Quantity,2,1000 m3,X
2003,Gabon,Sawnwood (C),Production Quantity,2,1000 m3,X
2004,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,I
2005,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,X
2006,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,X
2007,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,X
2008,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,X
2009,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,X
2010,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,X
2011,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,X
2012,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,I
2013,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,I
2014,Gabon,Sawnwood (C),Production Quantity,1.49,1000 m3,I
2015,Gabon,Sawnwood (C),Production Quantity,1.49,1000 m3,X
2016,Gabon,Sawnwood (C),Production Quantity,1.49,1000 m3,X
2017,Gabon,Sawnwood (C),Production Quantity,1.49,1000 m3,X
2018,Gabon,Sawnwood (C),Production Quantity,1.49,1000 m3,X
2019,Gabon,Sawnwood (C),Production Quantity,2,1000 m3,I
2020,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,I
2021,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,X
2022,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,X
2023,Gabon,Sawnwood (C),Production Quantity,3,1000 m3,X
1990,Gabon,Sawnwood (NC),Production Quantity,37,1000 m3,F
1991,Gabon,Sawnwood (NC),Production Quantity,85,1000 m3,F
1992,Gabon,Sawnwood (NC),Production Quantity,155,1000 m3,F
1993,Gabon,Sawnwood (NC),Production Quantity,153,1000 m3,F
1994,Gabon,Sawnwood (NC),Production Quantity,173,1000 m3,F
1995,Gabon,Sawnwood (NC),Production Quantity,100,1000 m3,F
1996,Gabon,Sawnwood (NC),Production Quantity,50,1000 m3,F
1997,Gabon,Sawnwood (NC),Production Quantity,30,1000 m3,F
1998,Gabon,Sawnwood (NC),Production Quantity,60,1000 m3,
1999,Gabon,Sawnwood (NC),Production Quantity,98.4,1000 m3,
2000,Gabon,Sawnwood (NC),Production Quantity,88,1000 m3,
2001,Gabon,Sawnwood (NC),Production Quantity,112,1000 m3,
2002,Gabon,Sawnwood (NC),Production Quantity,176.05,1000 m3,
2003,Gabon,Sawnwood (NC),Production Quantity,231.1,1000 m3,
2004,Gabon,Sawnwood (NC),Production Quantity,200,1000 m3,I
2005,Gabon,Sawnwood (NC),Production Quantity,240,1000 m3,
2006,Gabon,Sawnwood (NC),Production Quantity,235,1000 m3,
2007,Gabon,Sawnwood (NC),Production Quantity,300,1000 m3,
2008,Gabon,Sawnwood (NC),Production Quantity,290,1000 m3,
2009,Gabon,Sawnwood (NC),Production Quantity,280,1000 m3,I
2010,Gabon,Sawnwood (NC),Production Quantity,337.41,1000 m3,*
2011,Gabon,Sawnwood (NC),Production Quantity,500,1000 m3,F
2012,Gabon,Sawnwood (NC),Production Quantity,500,1000 m3,
2013,Gabon,Sawnwood (NC),Production Quantity,520,1000 m3,F
2014,Gabon,Sawnwood (NC),Production Quantity,650,1000 m3,F
2015,Gabon,Sawnwood (NC),Production Quantity,650,1000 m3,F
2016,Gabon,Sawnwood (NC),Production Quantity,650,1000 m3,F
2017,Gabon,Sawnwood (NC),Production Quantity,800,1000 m3,I
2018,Gabon,Sawnwood (NC),Production Quantity,958.84,1000 m3,
2019,Gabon,Sawnwood (NC),Production Quantity,950,1000 m3,F
2020,Gabon,Sawnwood (NC),Production Quantity,900,1000 m3,I
2021,Gabon,Sawnwood (NC),Production Quantity,800,1000 m3,I
2022,Gabon,Sawnwood (NC),Production Quantity,1030,1000 m3,I
2023,Gabon,Sawnwood (NC),Production Quantity,1030,1000 m3,X
1990,Gabon,Sawnwood (NC.T.),Production Quantity,37,1000 m3,I
1991,Gabon,Sawnwood (NC.T.),Production Quantity,85,1000 m3,I
1992,Gabon,Sawnwood (NC.T.),Production Quantity,155,1000 m3,I
1993,Gabon,Sawnwood (NC.T.),Production Quantity,153,1000 m3,I
1994,Gabon,Sawnwood (NC.T.),Production Quantity,173,1000 m3,I
1995,Gabon,Sawnwood (NC.T.),Production Quantity,100,1000 m3,I
1996,Gabon,Sawnwood (NC.T.),Production Quantity,50,1000 m3,I
1997,Gabon,Sawnwood (NC.T.),Production Quantity,30,1000 m3,I
1998,Gabon,Sawnwood (NC.T.),Production Quantity,60,1000 m3,
1999,Gabon,Sawnwood (NC.T.),Production Quantity,98.4,1000 m3,
2000,Gabon,Sawnwood (NC.T.),Production Quantity,88,1000 m3,
2001,Gabon,Sawnwood (NC.T.),Production Quantity,112,1000 m3,
2002,Gabon,Sawnwood (NC.T.),Production Quantity,176.05,1000 m3,
2003,Gabon,Sawnwood (NC.T.),Production Quantity,231.1,1000 m3,
2004,Gabon,Sawnwood (NC.T.),Production Quantity,200,1000 m3,I
2005,Gabon,Sawnwood (NC.T.),Production Quantity,240,1000 m3,
2006,Gabon,Sawnwood (NC.T.),Production Quantity,235,1000 m3,
2007,Gabon,Sawnwood (NC.T.),Production Quantity,300,1000 m3,
2008,Gabon,Sawnwood (NC.T.),Production Quantity,290,1000 m3,
2009,Gabon,Sawnwood (NC.T.),Production Quantity,280,1000 m3,I
2010,Gabon,Sawnwood (NC.T.),Production Quantity,337.41,1000 m3,I
2011,Gabon,Sawnwood (NC.T.),Production Quantity,500,1000 m3,I
2012,Gabon,Sawnwood (NC.T.),Production Quantity,500,1000 m3,
2013,Gabon,Sawnwood (NC.T.),Production Quantity,520,1000 m3,I
2014,Gabon,Sawnwood (NC.T.),Production Quantity,650,1000 m3,I
2015,Gabon,Sawnwood (NC.T.),Production Quantity,650,1000 m3,I
2016,Gabon,Sawnwood (NC.T.),Production Quantity,650,1000 m3,I
2017,Gabon,Sawnwood (NC.T.),Production Quantity,800,1000 m3,I
2018,Gabon,Sawnwood (NC.T.),Production Quantity,958.84,1000 m3,I
2019,Gabon,Sawnwood (NC.T.),Production Quantity,950,1000 m3,I
2020,Gabon,Sawnwood (NC.T.),Production Quantity,900,1000 m3,I
2021,Gabon,Sawnwood (NC.T.),Production Quantity,800,1000 m3,I
2022,Gabon,Sawnwood (NC.T.),Production Quantity,1030,1000 m3,I
2023,Gabon,Sawnwood (NC.T.),Production Quantity,1030,1000 m3,X
1990,Gabon,Veneer,Production Quantity,2,1000 m3,I
1991,Gabon,Veneer,Production Quantity,12,1000 m3,I
1992,Gabon,Veneer,Production Quantity,9,1000 m3,I
1993,Gabon,Veneer,Production Quantity,2,1000 m3,I
1994,Gabon,Veneer,Production Quantity,2,1000 m3,I
1995,Gabon,Veneer,Production Quantity,4,1000 m3,I
1996,Gabon,Veneer,Production Quantity,4,1000 m3,I
1997,Gabon,Veneer,Production Quantity,20,1000 m3,I
1998,Gabon,Veneer,Production Quantity,76,1000 m3,
1999,Gabon,Veneer,Production Quantity,132.7,1000 m3,
2000,Gabon,Veneer,Production Quantity,93,1000 m3,I
2001,Gabon,Veneer,Production Quantity,113,1000 m3,I
2002,Gabon,Veneer,Production Quantity,112,1000 m3,I
2003,Gabon,Veneer,Production Quantity,142,1000 m3,I
2004,Gabon,Veneer,Production Quantity,131,1000 m3,I
2005,Gabon,Veneer,Production Quantity,170.4,1000 m3,I
2006,Gabon,Veneer,Production Quantity,200.4,1000 m3,I
2007,Gabon,Veneer,Production Quantity,250.4,1000 m3,I
2008,Gabon,Veneer,Production Quantity,202.68,1000 m3,I
2009,Gabon,Veneer,Production Quantity,183.52,1000 m3,I
2010,Gabon,Veneer,Production Quantity,282.01,1000 m3,I
2011,Gabon,Veneer,Production Quantity,296.06,1000 m3,I
2012,Gabon,Veneer,Production Quantity,300.49,1000 m3,I
2013,Gabon,Veneer,Production Quantity,270.49,1000 m3,I
2014,Gabon,Veneer,Production Quantity,270.49,1000 m3,I
2015,Gabon,Veneer,Production Quantity,270.49,1000 m3,I
2016,Gabon,Veneer,Production Quantity,270.49,1000 m3,I
2017,Gabon,Veneer,Production Quantity,280.08,1000 m3,I
2018,Gabon,Veneer,Production Quantity,389,1000 m3,I
2019,Gabon,Veneer,Production Quantity,438,1000 m3,I
2020,Gabon,Veneer,Production Quantity,365.74,1000 m3,I
2021,Gabon,Veneer,Production Quantity,464.86,1000 m3,I
2022,Gabon,Veneer,Production Quantity,464.86,1000 m3,X
2023,Gabon,Veneer,Production Quantity,464.86,1000 m3,X
1990,Gabon,Veneer (C),Production Quantity,0,1000 m3,
1991,Gabon,Veneer (C),Production Quantity,0,1000 m3,
1992,Gabon,Veneer (C),Production Quantity,0,1000 m3,
1993,Gabon,Veneer (C),Production Quantity,0,1000 m3,
1994,Gabon,Veneer (C),Production Quantity,0,1000 m3,
1995,Gabon,Veneer (C),Production Quantity,0,1000 m3,
1996,Gabon,Veneer (C),Production Quantity,0,1000 m3,
1997,Gabon,Veneer (C),Production Quantity,0,1000 m3,
1998,Gabon,Veneer (C),Production Quantity,0,1000 m3,
1999,Gabon,Veneer (C),Production Quantity,0,1000 m3,
2000,Gabon,Veneer (C),Production Quantity,2,1000 m3,I
2001,Gabon,Veneer (C),Production Quantity,3,1000 m3,I
2002,Gabon,Veneer (C),Production Quantity,2,1000 m3,I
2003,Gabon,Veneer (C),Production Quantity,2,1000 m3,I
2004,Gabon,Veneer (C),Production Quantity,1,1000 m3,I
2005,Gabon,Veneer (C),Production Quantity,0.4,1000 m3,RI
2006,Gabon,Veneer (C),Production Quantity,0.4,1000 m3,RI
2007,Gabon,Veneer (C),Production Quantity,0.4,1000 m3,RI
2008,Gabon,Veneer (C),Production Quantity,0.4,1000 m3,RX
2009,Gabon,Veneer (C),Production Quantity,0.4,1000 m3,RX
2010,Gabon,Veneer (C),Production Quantity,0.4,1000 m3,RX
2011,Gabon,Veneer (C),Production Quantity,0.4,1000 m3,RX
2012,Gabon,Veneer (C),Production Quantity,0.49,1000 m3,RI
2013,Gabon,Veneer (C),Production Quantity,0.49,1000 m3,RI
2014,Gabon,Veneer (C),Production Quantity,0.49,1000 m3,RI
2015,Gabon,Veneer (C),Production Quantity,0.49,1000 m3,RI
2016,Gabon,Veneer (C),Production Quantity,0.49,1000 m3,RI
2017,Gabon,Veneer (C),Production Quantity,1,1000 m3,I
2018,Gabon,Veneer (C),Production Quantity,3,1000 m3,I
2019,Gabon,Veneer (C),Production Quantity,4,1000 m3,I
2020,Gabon,Veneer (C),Production Quantity,4,1000 m3,I
2021,Gabon,Veneer (C),Production Quantity,10,1000 m3,I
2022,Gabon,Veneer (C),Production Quantity,10,1000 m3,X
2023,Gabon,Veneer (C),Production Quantity,10,1000 m3,X
1990,Gabon,Veneer (NC),Production Quantity,2,1000 m3,I
1991,Gabon,Veneer (NC),Production Quantity,12,1000 m3,I
1992,Gabon,Veneer (NC),Production Quantity,9,1000 m3,I
1993,Gabon,Veneer (NC),Production Quantity,2,1000 m3,I
1994,Gabon,Veneer (NC),Production Quantity,2,1000 m3,I
1995,Gabon,Veneer (NC),Production Quantity,4,1000 m3,I
1996,Gabon,Veneer (NC),Production Quantity,4,1000 m3,I
1997,Gabon,Veneer (NC),Production Quantity,20,1000 m3,I
1998,Gabon,Veneer (NC),Production Quantity,76,1000 m3,
1999,Gabon,Veneer (NC),Production Quantity,132.7,1000 m3,
2000,Gabon,Veneer (NC),Production Quantity,91,1000 m3,
2001,Gabon,Veneer (NC),Production Quantity,110,1000 m3,
2002,Gabon,Veneer (NC),Production Quantity,110,1000 m3,X
2003,Gabon,Veneer (NC),Production Quantity,140,1000 m3,I
2004,Gabon,Veneer (NC),Production Quantity,130,1000 m3,I
2005,Gabon,Veneer (NC),Production Quantity,170,1000 m3,
2006,Gabon,Veneer (NC),Production Quantity,200,1000 m3,
2007,Gabon,Veneer (NC),Production Quantity,250,1000 m3,
2008,Gabon,Veneer (NC),Production Quantity,202.28,1000 m3,*
2009,Gabon,Veneer (NC),Production Quantity,183.12,1000 m3,*
2010,Gabon,Veneer (NC),Production Quantity,281.61,1000 m3,*
2011,Gabon,Veneer (NC),Production Quantity,295.66,1000 m3,*
2012,Gabon,Veneer (NC),Production Quantity,300,1000 m3,
2013,Gabon,Veneer (NC),Production Quantity,270,1000 m3,
2014,Gabon,Veneer (NC),Production Quantity,270,1000 m3,
2015,Gabon,Veneer (NC),Production Quantity,270,1000 m3,X
2016,Gabon,Veneer (NC),Production Quantity,270,1000 m3,X
2017,Gabon,Veneer (NC),Production Quantity,279.08,1000 m3,
2018,Gabon,Veneer (NC),Production Quantity,386,1000 m3,
2019,Gabon,Veneer (NC),Production Quantity,434,1000 m3,
2020,Gabon,Veneer (NC),Production Quantity,361.74,1000 m3,
2021,Gabon,Veneer (NC),Production Quantity,454.86,1000 m3,
2022,Gabon,Veneer (NC),Production Quantity,454.86,1000 m3,X
2023,Gabon,Veneer (NC),Production Quantity,454.86,1000 m3,X
1990,Gabon,Veneer (NC.T.),Production Quantity,2,1000 m3,I
1991,Gabon,Veneer (NC.T.),Production Quantity,12,1000 m3,I
1992,Gabon,Veneer (NC.T.),Production Quantity,9,1000 m3,I
1993,Gabon,Veneer (NC.T.),Production Quantity,2,1000 m3,I
1994,Gabon,Veneer (NC.T.),Production Quantity,2,1000 m3,I
1995,Gabon,Veneer (NC.T.),Production Quantity,4,1000 m3,I
1996,Gabon,Veneer (NC.T.),Production Quantity,4,1000 m3,I
1997,Gabon,Veneer (NC.T.),Production Quantity,20,1000 m3,I
1998,Gabon,Veneer (NC.T.),Production Quantity,76,1000 m3,I
1999,Gabon,Veneer (NC.T.),Production Quantity,132.7,1000 m3,
2000,Gabon,Veneer (NC.T.),Production Quantity,91,1000 m3,
2001,Gabon,Veneer (NC.T.),Production Quantity,110,1000 m3,
2002,Gabon,Veneer (NC.T.),Production Quantity,110,1000 m3,X
2003,Gabon,Veneer (NC.T.),Production Quantity,140,1000 m3,I
2004,Gabon,Veneer (NC.T.),Production Quantity,130,1000 m3,I
2005,Gabon,Veneer (NC.T.),Production Quantity,170,1000 m3,
2006,Gabon,Veneer (NC.T.),Production Quantity,200,1000 m3,
2007,Gabon,Veneer (NC.T.),Production Quantity,250,1000 m3,
2008,Gabon,Veneer (NC.T.),Production Quantity,202.28,1000 m3,*
2009,Gabon,Veneer (NC.T.),Production Quantity,183.12,1000 m3,*
2010,Gabon,Veneer (NC.T.),Production Quantity,281.61,1000 m3,*
2011,Gabon,Veneer (NC.T.),Production Quantity,295.66,1000 m3,*
