Year,Country,Product,Flows,Value OR Volume,Unit,Superscript
2008,Gabon,Sawnwood (NC),Imports Unit Value,1119,$/m3,C
2009,Gabon,Sawnwood (NC),Imports Unit Value,1062.3333333333335,$/m3,C
2010,Gabon,Sawnwood (NC),Imports Unit Value,601.8016738511757,$/m3,CBR
2011,Gabon,Sawnwood (NC),Imports Unit Value,342.060606060606,$/m3,CBI
2012,Gabon,Sawnwood (NC),Imports Unit Value,463,$/m3,CB
2013,Gabon,Sawnwood (NC),Imports Unit Value,497.4590163934426,$/m3,CB
2014,Gabon,Sawnwood (NC),Imports Unit Value,156,$/m3,CB
2015,Gabon,Sawnwood (NC),Imports Unit Value,12298,$/m3,CB
2016,Gabon,Sawnwood (NC),Imports Unit Value,848.9,$/m3,CB
2017,Gabon,Sawnwood (NC),Imports Unit Value,547.7058823529411,$/m3,CB
2018,Gabon,Sawnwood (NC),Imports Unit Value,772,$/m3,CB
2019,Gabon,Sawnwood (NC),Imports Unit Value,2997.002997002997,$/m3,CBRI
2020,Gabon,Sawnwood (NC),Imports Unit Value,665,$/m3,C
2021,Gabon,Sawnwood (NC),Imports Unit Value,3515,$/m3,CB
2022,Gabon,Sawnwood (NC),Imports Unit Value,1752.6333315807,$/m3,CB
2023,Gabon,Sawnwood (NC),Imports Unit Value,1341.381623071764,$/m3,CB
1990,Gabon,Sawnwood (NC.T.),Imports Unit Value,243.57303370786516,$/m3,CB
1991,Gabon,Sawnwood (NC.T.),Imports Unit Value,247.3861386138614,$/m3,CB
1992,Gabon,Sawnwood (NC.T.),Imports Unit Value,342.9669421487603,$/m3,CB
1993,Gabon,Sawnwood (NC.T.),Imports Unit Value,466.6315789473684,$/m3,CB
1994,Gabon,Sawnwood (NC.T.),Imports Unit Value,500,$/m3,CB
1996,Gabon,Sawnwood (NC.T.),Imports Unit Value,521.3270142180095,$/m3,CR
1997,Gabon,Sawnwood (NC.T.),Imports Unit Value,292,$/m3,CB
1998,Gabon,Sawnwood (NC.T.),Imports Unit Value,1521.7391304347827,$/m3,CB
1999,Gabon,Sawnwood (NC.T.),Imports Unit Value,1110.5,$/m3,CB
2004,Gabon,Sawnwood (NC.T.),Imports Unit Value,765.0273224043716,$/m3,CR
2005,Gabon,Sawnwood (NC.T.),Imports Unit Value,1070.5,$/m3,C
2006,Gabon,Sawnwood (NC.T.),Imports Unit Value,806.4999999999999,$/m3,C
2007,Gabon,Sawnwood (NC.T.),Imports Unit Value,915,$/m3,C
2008,Gabon,Sawnwood (NC.T.),Imports Unit Value,981.2499999999999,$/m3,C
2009,Gabon,Sawnwood (NC.T.),Imports Unit Value,1338,$/m3,C
2010,Gabon,Sawnwood (NC.T.),Imports Unit Value,601.8016738511757,$/m3,CBR
2011,Gabon,Sawnwood (NC.T.),Imports Unit Value,342.060606060606,$/m3,CBI
2012,Gabon,Sawnwood (NC.T.),Imports Unit Value,1331.2,$/m3,CB
2013,Gabon,Sawnwood (NC.T.),Imports Unit Value,839.1052631578948,$/m3,CB
2014,Gabon,Sawnwood (NC.T.),Imports Unit Value,156,$/m3,CB
2015,Gabon,Sawnwood (NC.T.),Imports Unit Value,12292,$/m3,CB
2016,Gabon,Sawnwood (NC.T.),Imports Unit Value,932.4009324009324,$/m3,CBR
2017,Gabon,Sawnwood (NC.T.),Imports Unit Value,485,$/m3,CB
2018,Gabon,Sawnwood (NC.T.),Imports Unit Value,762,$/m3,CB
2020,Gabon,Sawnwood (NC.T.),Imports Unit Value,238.9012345679012,$/m3,C
2023,Gabon,Sawnwood (NC.T.),Imports Unit Value,1638.9005833884644,$/m3,CB
1990,Gabon,Veneer,Imports Unit Value,4433.999911320002,$/m3,I
1993,Gabon,Veneer,Imports Unit Value,4072.7,$/m3,I
1994,Gabon,Veneer,Imports Unit Value,3579.2499999999995,$/m3,I
1995,Gabon,Veneer,Imports Unit Value,1396.35,$/m3,I
1996,Gabon,Veneer,Imports Unit Value,8409,$/m3,I
1997,Gabon,Veneer,Imports Unit Value,3940.2500000000005,$/m3,I
1998,Gabon,Veneer,Imports Unit Value,3066.8333333333335,$/m3,I
1999,Gabon,Veneer,Imports Unit Value,5364.910465165219,$/m3,I
2000,Gabon,Veneer,Imports Unit Value,3526.5,$/m3,I
2001,Gabon,Veneer,Imports Unit Value,4378.949095391364,$/m3,I
2002,Gabon,Veneer,Imports Unit Value,4220.6868522658,$/m3,I
2003,Gabon,Veneer,Imports Unit Value,3145.677405358499,$/m3,I
2004,Gabon,Veneer,Imports Unit Value,2813.11330915621,$/m3,I
2005,Gabon,Veneer,Imports Unit Value,1527,$/m3,I
2006,Gabon,Veneer,Imports Unit Value,2829.7033098953866,$/m3,I
2007,Gabon,Veneer,Imports Unit Value,1561.5714285714284,$/m3,I
2008,Gabon,Veneer,Imports Unit Value,1334.90625,$/m3,I
2009,Gabon,Veneer,Imports Unit Value,1167.375,$/m3,I
2010,Gabon,Veneer,Imports Unit Value,2778.86610654013,$/m3,I
2011,Gabon,Veneer,Imports Unit Value,2881.666666666667,$/m3,I
2012,Gabon,Veneer,Imports Unit Value,1230.9999999999998,$/m3,I
2013,Gabon,Veneer,Imports Unit Value,2618.157894736842,$/m3,I
2014,Gabon,Veneer,Imports Unit Value,3184,$/m3,I
2015,Gabon,Veneer,Imports Unit Value,6955.591225254147,$/m3,I
2016,Gabon,Veneer,Imports Unit Value,970.8888888888889,$/m3,I
2017,Gabon,Veneer,Imports Unit Value,727.1875,$/m3,I
2018,Gabon,Veneer,Imports Unit Value,1428.9999999999998,$/m3,I
2019,Gabon,Veneer,Imports Unit Value,591.1999999999999,$/m3,I
2020,Gabon,Veneer,Imports Unit Value,432.57142857142856,$/m3,I
2021,Gabon,Veneer,Imports Unit Value,976.4,$/m3,I
2022,Gabon,Veneer,Imports Unit Value,1228.3301042181108,$/m3,I
2023,Gabon,Veneer,Imports Unit Value,8698.765796873553,$/m3,I
1994,Gabon,Veneer (C),Imports Unit Value,6102.529049897471,$/m3,C
1995,Gabon,Veneer (C),Imports Unit Value,4285.666666666667,$/m3,CB
1997,Gabon,Veneer (C),Imports Unit Value,17114.214106695308,$/m3,C
1998,Gabon,Veneer (C),Imports Unit Value,837.9061502524365,$/m3,C
1999,Gabon,Veneer (C),Imports Unit Value,1284.6185816299544,$/m3,CR
2000,Gabon,Veneer (C),Imports Unit Value,536,$/m3,C
2001,Gabon,Veneer (C),Imports Unit Value,429.43758233919743,$/m3,C
2003,Gabon,Veneer (C),Imports Unit Value,365.3578390420496,$/m3,C
2004,Gabon,Veneer (C),Imports Unit Value,343.18160546594703,$/m3,CR
2005,Gabon,Veneer (C),Imports Unit Value,6223.848102495204,$/m3,C
2009,Gabon,Veneer (C),Imports Unit Value,26.315789473684212,$/m3,CR
2011,Gabon,Veneer (C),Imports Unit Value,501.2531328320802,$/m3,CBR
2013,Gabon,Veneer (C),Imports Unit Value,669.2571245917032,$/m3,CB
2015,Gabon,Veneer (C),Imports Unit Value,4296.455424274973,$/m3,CBR
2018,Gabon,Veneer (C),Imports Unit Value,1084,$/m3,C
2019,Gabon,Veneer (C),Imports Unit Value,895.8109559613318,$/m3,C
2020,Gabon,Veneer (C),Imports Unit Value,1021.071196509793,$/m3,C
2021,Gabon,Veneer (C),Imports Unit Value,446.2089803949125,$/m3,C
1990,Gabon,Veneer (NC),Imports Unit Value,4433.999911320002,$/m3,CB
1993,Gabon,Veneer (NC),Imports Unit Value,4072.7,$/m3,C
1994,Gabon,Veneer (NC),Imports Unit Value,3284.3333333333335,$/m3,C
1995,Gabon,Veneer (NC),Imports Unit Value,941.8749999999999,$/m3,CB
1996,Gabon,Veneer (NC),Imports Unit Value,8409,$/m3,CB
1997,Gabon,Veneer (NC),Imports Unit Value,3880.25,$/m3,CB
1998,Gabon,Veneer (NC),Imports Unit Value,3522.6,$/m3,C
1999,Gabon,Veneer (NC),Imports Unit Value,5501.839705647097,$/m3,CB
2000,Gabon,Veneer (NC),Imports Unit Value,6517,$/m3,CB
2001,Gabon,Veneer (NC),Imports Unit Value,6044.1921129354,$/m3,CB
2002,Gabon,Veneer (NC),Imports Unit Value,4220.6868522658,$/m3,CB
2003,Gabon,Veneer (NC),Imports Unit Value,6068.910594242616,$/m3,C
2004,Gabon,Veneer (NC),Imports Unit Value,3696.438714948891,$/m3,C
2005,Gabon,Veneer (NC),Imports Unit Value,758,$/m3,C
2006,Gabon,Veneer (NC),Imports Unit Value,2829.7033098953866,$/m3,CB
2007,Gabon,Veneer (NC),Imports Unit Value,1561.5714285714284,$/m3,CB
2008,Gabon,Veneer (NC),Imports Unit Value,1334.90625,$/m3,CB
2009,Gabon,Veneer (NC),Imports Unit Value,1166.875,$/m3,CB
2010,Gabon,Veneer (NC),Imports Unit Value,2778.86610654013,$/m3,CB
2011,Gabon,Veneer (NC),Imports Unit Value,2881.222222222222,$/m3,CB
2012,Gabon,Veneer (NC),Imports Unit Value,1230.9999999999998,$/m3,CB
2013,Gabon,Veneer (NC),Imports Unit Value,2737.5,$/m3,CB
2014,Gabon,Veneer (NC),Imports Unit Value,3184,$/m3,CB
2015,Gabon,Veneer (NC),Imports Unit Value,6976.644647672311,$/m3,CB
2016,Gabon,Veneer (NC),Imports Unit Value,970.8888888888889,$/m3,CB
2017,Gabon,Veneer (NC),Imports Unit Value,727.1875,$/m3,CB
2018,Gabon,Veneer (NC),Imports Unit Value,2711.180466890497,$/m3,CB
2019,Gabon,Veneer (NC),Imports Unit Value,507.59999999999997,$/m3,C
2020,Gabon,Veneer (NC),Imports Unit Value,430.57142857142856,$/m3,CB
2021,Gabon,Veneer (NC),Imports Unit Value,1157,$/m3,CB
2022,Gabon,Veneer (NC),Imports Unit Value,1228.3301042181108,$/m3,CB
2023,Gabon,Veneer (NC),Imports Unit Value,8698.765796873553,$/m3,CB
1993,Gabon,Veneer (NC.T.),Imports Unit Value,4257.5,$/m3,C
1994,Gabon,Veneer (NC.T.),Imports Unit Value,3264.6666666666665,$/m3,C
1995,Gabon,Veneer (NC.T.),Imports Unit Value,560.7333333333333,$/m3,CB
1996,Gabon,Veneer (NC.T.),Imports Unit Value,7431.999999999999,$/m3,CB
1997,Gabon,Veneer (NC.T.),Imports Unit Value,3721.75,$/m3,CB
1998,Gabon,Veneer (NC.T.),Imports Unit Value,2262,$/m3,C
2000,Gabon,Veneer (NC.T.),Imports Unit Value,3496.2406015037595,$/m3,CB
2001,Gabon,Veneer (NC.T.),Imports Unit Value,6044.1921129354,$/m3,CB
2002,Gabon,Veneer (NC.T.),Imports Unit Value,4514.695830485304,$/m3,CB
2003,Gabon,Veneer (NC.T.),Imports Unit Value,4425.181017978802,$/m3,C
2004,Gabon,Veneer (NC.T.),Imports Unit Value,153.71762740183794,$/m3,CR
2005,Gabon,Veneer (NC.T.),Imports Unit Value,218,$/m3,C
2006,Gabon,Veneer (NC.T.),Imports Unit Value,2829.7033098953866,$/m3,CB
2007,Gabon,Veneer (NC.T.),Imports Unit Value,1433.0000000000002,$/m3,CB
2008,Gabon,Veneer (NC.T.),Imports Unit Value,1258.225806451613,$/m3,CB
2009,Gabon,Veneer (NC.T.),Imports Unit Value,1124.25,$/m3,CB
2010,Gabon,Veneer (NC.T.),Imports Unit Value,7251.857454286604,$/m3,CB
2011,Gabon,Veneer (NC.T.),Imports Unit Value,15180.19185895774,$/m3,CB
2013,Gabon,Veneer (NC.T.),Imports Unit Value,2805.9999999999995,$/m3,CB
2014,Gabon,Veneer (NC.T.),Imports Unit Value,3750.9999999999995,$/m3,CB
2016,Gabon,Veneer (NC.T.),Imports Unit Value,820.6470588235293,$/m3,CB
2017,Gabon,Veneer (NC.T.),Imports Unit Value,754.1162790697674,$/m3,CB
2020,Gabon,Veneer (NC.T.),Imports Unit Value,418.5,$/m3,CB
2021,Gabon,Veneer (NC.T.),Imports Unit Value,902.2556390977443,$/m3,CB
2022,Gabon,Veneer (NC.T.),Imports Unit Value,1262.5420205804614,$/m3,CB
2023,Gabon,Veneer (NC.T.),Imports Unit Value,8698.765796873553,$/m3,CB
1991,Gabon,Plywood,Imports Unit Value,405.84415584415586,$/m3,I
1993,Gabon,Plywood,Imports Unit Value,485.27984471044965,$/m3,I
1994,Gabon,Plywood,Imports Unit Value,2525.797465374505,$/m3,I
1996,Gabon,Plywood,Imports Unit Value,5511,$/m3,I
1997,Gabon,Plywood,Imports Unit Value,636.3068181818182,$/m3,I
1998,Gabon,Plywood,Imports Unit Value,696.4395604395604,$/m3,I
1999,Gabon,Plywood,Imports Unit Value,598.4814814814814,$/m3,I
2000,Gabon,Plywood,Imports Unit Value,399.3050847457627,$/m3,I
2001,Gabon,Plywood,Imports Unit Value,331.6559139784946,$/m3,I
2002,Gabon,Plywood,Imports Unit Value,549.7125748502995,$/m3,I
2003,Gabon,Plywood,Imports Unit Value,378.5223880597015,$/m3,I
2004,Gabon,Plywood,Imports Unit Value,352.5520446096654,$/m3,I
2005,Gabon,Plywood,Imports Unit Value,354.096,$/m3,I
2006,Gabon,Plywood,Imports Unit Value,548.7173913043478,$/m3,I
2007,Gabon,Plywood,Imports Unit Value,317.7317073170732,$/m3,I
2008,Gabon,Plywood,Imports Unit Value,494.95075757575756,$/m3,I
2009,Gabon,Plywood,Imports Unit Value,442.222641509434,$/m3,I
2010,Gabon,Plywood,Imports Unit Value,410.05279503105584,$/m3,I
2011,Gabon,Plywood,Imports Unit Value,586.7741935483871,$/m3,I
2012,Gabon,Plywood,Imports Unit Value,474.3333333333333,$/m3,I
2013,Gabon,Plywood,Imports Unit Value,357.08333333333337,$/m3,I
2014,Gabon,Plywood,Imports Unit Value,139.65289256198346,$/m3,I
2015,Gabon,Plywood,Imports Unit Value,593.5,$/m3,I
2016,Gabon,Plywood,Imports Unit Value,789.642857142857,$/m3,I
2017,Gabon,Plywood,Imports Unit Value,409.8490566037736,$/m3,I
2018,Gabon,Plywood,Imports Unit Value,269.3709677419355,$/m3,I
2019,Gabon,Plywood,Imports Unit Value,483.2173913043478,$/m3,I
2020,Gabon,Plywood,Imports Unit Value,817.6666666666667,$/m3,I
2021,Gabon,Plywood,Imports Unit Value,518.2857142857142,$/m3,CB
2022,Gabon,Plywood,Imports Unit Value,474.0238095238096,$/m3,I
2023,Gabon,Plywood,Imports Unit Value,838.9782608695652,$/m3,I
1993,Gabon,Plywood (C),Imports Unit Value,132.40305793497282,$/m3,C
1994,Gabon,Plywood (C),Imports Unit Value,1823.953823953824,$/m3,C
1996,Gabon,Plywood (C),Imports Unit Value,4302.149463439786,$/m3,C
1997,Gabon,Plywood (C),Imports Unit Value,740,$/m3,CB
1998,Gabon,Plywood (C),Imports Unit Value,805,$/m3,CB
1999,Gabon,Plywood (C),Imports Unit Value,667.6666666666667,$/m3,C
2000,Gabon,Plywood (C),Imports Unit Value,427.09090909090907,$/m3,CB
2001,Gabon,Plywood (C),Imports Unit Value,194.03846153846155,$/m3,C
2002,Gabon,Plywood (C),Imports Unit Value,379.2666666666667,$/m3,CB
2003,Gabon,Plywood (C),Imports Unit Value,371.48936170212767,$/m3,C
2004,Gabon,Plywood (C),Imports Unit Value,340.07911392405066,$/m3,CB
2005,Gabon,Plywood (C),Imports Unit Value,360.65060240963857,$/m3,CB
2006,Gabon,Plywood (C),Imports Unit Value,549.8749999999999,$/m3,C
2007,Gabon,Plywood (C),Imports Unit Value,318.2671081677704,$/m3,CB
2008,Gabon,Plywood (C),Imports Unit Value,387.6141304347826,$/m3,CB
2009,Gabon,Plywood (C),Imports Unit Value,403.943231441048,$/m3,CB
2010,Gabon,Plywood (C),Imports Unit Value,370.8557046979866,$/m3,CB
2011,Gabon,Plywood (C),Imports Unit Value,411.2,$/m3,CB
2012,Gabon,Plywood (C),Imports Unit Value,418.33333333333337,$/m3,CB
2013,Gabon,Plywood (C),Imports Unit Value,258.11111111111114,$/m3,CB
2014,Gabon,Plywood (C),Imports Unit Value,890.3333333333334,$/m3,CB
2015,Gabon,Plywood (C),Imports Unit Value,479.25000000000006,$/m3,CB
2016,Gabon,Plywood (C),Imports Unit Value,612.75,$/m3,CB
2017,Gabon,Plywood (C),Imports Unit Value,599.6666666666666,$/m3,CB
2018,Gabon,Plywood (C),Imports Unit Value,642.5,$/m3,CB
2019,Gabon,Plywood (C),Imports Unit Value,367.66666666666674,$/m3,CB
2020,Gabon,Plywood (C),Imports Unit Value,743.531277882423,$/m3,CB
2021,Gabon,Plywood (C),Imports Unit Value,478,$/m3,CB
2022,Gabon,Plywood (C),Imports Unit Value,360.9,$/m3,CB
1991,Gabon,Plywood (NC),Imports Unit Value,405.84415584415586,$/m3,CB
1993,Gabon,Plywood (NC),Imports Unit Value,1922.2654601715972,$/m3,C
1994,Gabon,Plywood (NC),Imports Unit Value,6460.875807609476,$/m3,CB
1996,Gabon,Plywood (NC),Imports Unit Value,4709,$/m3,CB
1997,Gabon,Plywood (NC),Imports Unit Value,638.9759036144579,$/m3,CB
1998,Gabon,Plywood (NC),Imports Unit Value,688.7764705882354,$/m3,C
1999,Gabon,Plywood (NC),Imports Unit Value,596.9999999999999,$/m3,C
2000,Gabon,Plywood (NC),Imports Unit Value,392.9166666666667,$/m3,C
2001,Gabon,Plywood (NC),Imports Unit Value,385.05970149253733,$/m3,CB
2002,Gabon,Plywood (NC),Imports Unit Value,566.5263157894736,$/m3,CB
2003,Gabon,Plywood (NC),Imports Unit Value,395.05,$/m3,CB
2004,Gabon,Plywood (NC),Imports Unit Value,370.3018018018018,$/m3,CB
2005,Gabon,Plywood (NC),Imports Unit Value,341.14285714285717,$/m3,CB
2006,Gabon,Plywood (NC),Imports Unit Value,540.8333333333334,$/m3,C
2007,Gabon,Plywood (NC),Imports Unit Value,311.5128205128205,$/m3,CB
2008,Gabon,Plywood (NC),Imports Unit Value,741.825,$/m3,CB
2009,Gabon,Plywood (NC),Imports Unit Value,705.3142857142858,$/m3,C
2010,Gabon,Plywood (NC),Imports Unit Value,935.7391304347825,$/m3,CB
2011,Gabon,Plywood (NC),Imports Unit Value,751.375,$/m3,CB
2012,Gabon,Plywood (NC),Imports Unit Value,484.51515151515144,$/m3,CB
2013,Gabon,Plywood (NC),Imports Unit Value,409.219512195122,$/m3,CB
2014,Gabon,Plywood (NC),Imports Unit Value,130.7731092436975,$/m3,CB
2015,Gabon,Plywood (NC),Imports Unit Value,730.4545454545454,$/m3,CB
2016,Gabon,Plywood (NC),Imports Unit Value,955.8888888888889,$/m3,CB
2017,Gabon,Plywood (NC),Imports Unit Value,398.46,$/m3,CB
2018,Gabon,Plywood (NC),Imports Unit Value,256.93333333333334,$/m3,CB
2019,Gabon,Plywood (NC),Imports Unit Value,557.4999999999999,$/m3,CB
2020,Gabon,Plywood (NC),Imports Unit Value,797.6666666666667,$/m3,CB
2021,Gabon,Plywood (NC),Imports Unit Value,548.5,$/m3,CB
2022,Gabon,Plywood (NC),Imports Unit Value,825.5454545454546,$/m3,CB
2023,Gabon,Plywood (NC),Imports Unit Value,838.9782608695652,$/m3,CB
1993,Gabon,Plywood (NC.T.),Imports Unit Value,938.1322195392547,$/m3,C
1996,Gabon,Plywood (NC.T.),Imports Unit Value,3922.169503943304,$/m3,CB
1997,Gabon,Plywood (NC.T.),Imports Unit Value,631.3373493975904,$/m3,CB
1998,Gabon,Plywood (NC.T.),Imports Unit Value,672.0238095238095,$/m3,C
1999,Gabon,Plywood (NC.T.),Imports Unit Value,586.9411764705882,$/m3,C
2000,Gabon,Plywood (NC.T.),Imports Unit Value,391.27083333333337,$/m3,C
2001,Gabon,Plywood (NC.T.),Imports Unit Value,380.3636363636363,$/m3,CB
2002,Gabon,Plywood (NC.T.),Imports Unit Value,556.2133333333334,$/m3,CB
2003,Gabon,Plywood (NC.T.),Imports Unit Value,403.9473684210526,$/m3,CB
2004,Gabon,Plywood (NC.T.),Imports Unit Value,369.60180995475116,$/m3,CB
2005,Gabon,Plywood (NC.T.),Imports Unit Value,314.38095238095235,$/m3,CB
2006,Gabon,Plywood (NC.T.),Imports Unit Value,589,$/m3,C
2007,Gabon,Plywood (NC.T.),Imports Unit Value,308.2105263157895,$/m3,CB
2008,Gabon,Plywood (NC.T.),Imports Unit Value,746.7600000000001,$/m3,CB
2009,Gabon,Plywood (NC.T.),Imports Unit Value,707.0434782608695,$/m3,C
2010,Gabon,Plywood (NC.T.),Imports Unit Value,192.33333333333331,$/m3,CB
2011,Gabon,Plywood (NC.T.),Imports Unit Value,919.9999999999999,$/m3,CB
2012,Gabon,Plywood (NC.T.),Imports Unit Value,200,$/m3,CBR
2013,Gabon,Plywood (NC.T.),Imports Unit Value,630,$/m3,CB
2014,Gabon,Plywood (NC.T.),Imports Unit Value,111,$/m3,CBI
2015,Gabon,Plywood (NC.T.),Imports Unit Value,1080.51370708817,$/m3,CB
2016,Gabon,Plywood (NC.T.),Imports Unit Value,779.5,$/m3,CB
2017,Gabon,Plywood (NC.T.),Imports Unit Value,308,$/m3,CB
2018,Gabon,Plywood (NC.T.),Imports Unit Value,573.3333333333334,$/m3,CB
2019,Gabon,Plywood (NC.T.),Imports Unit Value,4329.0043290043295,$/m3,CBR
2022,Gabon,Plywood (NC.T.),Imports Unit Value,970.6,$/m3,CB
2023,Gabon,Plywood (NC.T.),Imports Unit Value,912.4054054054053,$/m3,CB
1990,Gabon,Ind. roundwood,Exports Quantity,1154.84,1000 m3,I
1991,Gabon,Ind. roundwood,Exports Quantity,1307,1000 m3,I
1992,Gabon,Ind. roundwood,Exports Quantity,1252.34,1000 m3,I
1993,Gabon,Ind. roundwood,Exports Quantity,1334.25,1000 m3,I
1994,Gabon,Ind. roundwood,Exports Quantity,1449.13,1000 m3,I
1995,Gabon,Ind. roundwood,Exports Quantity,1641.2,1000 m3,I
1996,Gabon,Ind. roundwood,Exports Quantity,2283.71,1000 m3,I
1997,Gabon,Ind. roundwood,Exports Quantity,2444.34,1000 m3,C
1998,Gabon,Ind. roundwood,Exports Quantity,1895.34,1000 m3,I
1999,Gabon,Ind. roundwood,Exports Quantity,2073.82,1000 m3,I
2000,Gabon,Ind. roundwood,Exports Quantity,2577,1000 m3,I
2001,Gabon,Ind. roundwood,Exports Quantity,2418.79,1000 m3,I
2002,Gabon,Ind. roundwood,Exports Quantity,2034.54,1000 m3,I
2003,Gabon,Ind. roundwood,Exports Quantity,2034.11,1000 m3,I
2004,Gabon,Ind. roundwood,Exports Quantity,1613.76,1000 m3,I
2005,Gabon,Ind. roundwood,Exports Quantity,1678.39,1000 m3,I
2006,Gabon,Ind. roundwood,Exports Quantity,1640.9,1000 m3,I
2007,Gabon,Ind. roundwood,Exports Quantity,1938.46,1000 m3,I
2008,Gabon,Ind. roundwood,Exports Quantity,1726.49,1000 m3,CB
2009,Gabon,Ind. roundwood,Exports Quantity,1661.93,1000 m3,I
2010,Gabon,Ind. roundwood,Exports Quantity,906.35,1000 m3,I
2011,Gabon,Ind. roundwood,Exports Quantity,42.11,1000 m3,I
2012,Gabon,Ind. roundwood,Exports Quantity,57.09,1000 m3,I
2013,Gabon,Ind. roundwood,Exports Quantity,31.32,1000 m3,I
2014,Gabon,Ind. roundwood,Exports Quantity,18.32,1000 m3,I
2015,Gabon,Ind. roundwood,Exports Quantity,37.25,1000 m3,I
2016,Gabon,Ind. roundwood,Exports Quantity,11.65,1000 m3,I
2017,Gabon,Ind. roundwood,Exports Quantity,12.21,1000 m3,I
2018,Gabon,Ind. roundwood,Exports Quantity,19.06,1000 m3,I
2019,Gabon,Ind. roundwood,Exports Quantity,49.1,1000 m3,I
2020,Gabon,Ind. roundwood,Exports Quantity,10.1,1000 m3,I
2021,Gabon,Ind. roundwood,Exports Quantity,12.95,1000 m3,CB
2022,Gabon,Ind. roundwood,Exports Quantity,16.46,1000 m3,I
2023,Gabon,Ind. roundwood,Exports Quantity,11.06,1000 m3,I
1990,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
1991,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
1992,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
1993,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
1994,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
1995,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
1996,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
1997,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
1998,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
1999,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
2000,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
2001,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
2002,Gabon,Ind. roundwood (C),Exports Quantity,1.46,1000 m3,CBI
2003,Gabon,Ind. roundwood (C),Exports Quantity,1.41,1000 m3,CB
2004,Gabon,Ind. roundwood (C),Exports Quantity,0.03,1000 m3,CBR
2005,Gabon,Ind. roundwood (C),Exports Quantity,0.61,1000 m3,CBI
2006,Gabon,Ind. roundwood (C),Exports Quantity,0.9,1000 m3,CB
2007,Gabon,Ind. roundwood (C),Exports Quantity,0.46,1000 m3,CBR
2008,Gabon,Ind. roundwood (C),Exports Quantity,2.22,1000 m3,CB
2009,Gabon,Ind. roundwood (C),Exports Quantity,1.93,1000 m3,CB
2010,Gabon,Ind. roundwood (C),Exports Quantity,1.35,1000 m3,CB
2011,Gabon,Ind. roundwood (C),Exports Quantity,0.23,1000 m3,CBR
2012,Gabon,Ind. roundwood (C),Exports Quantity,0.6,1000 m3,CBI
2013,Gabon,Ind. roundwood (C),Exports Quantity,2.25,1000 m3,CBI
2014,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
2015,Gabon,Ind. roundwood (C),Exports Quantity,0.06,1000 m3,CBR
2016,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
2017,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,C
2018,Gabon,Ind. roundwood (C),Exports Quantity,0.25,1000 m3,RF
2019,Gabon,Ind. roundwood (C),Exports Quantity,0.1,1000 m3,CBRI
2020,Gabon,Ind. roundwood (C),Exports Quantity,0.06,1000 m3,CBRI
2021,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,CB
2022,Gabon,Ind. roundwood (C),Exports Quantity,0,1000 m3,CB
2023,Gabon,Ind. roundwood (C),Exports Quantity,0.004,1000 m3,CBR
1990,Gabon,Ind. roundwood (NC),Exports Quantity,1154.84,1000 m3,F
1991,Gabon,Ind. roundwood (NC),Exports Quantity,1307,1000 m3,F
1992,Gabon,Ind. roundwood (NC),Exports Quantity,1252.34,1000 m3,F
1993,Gabon,Ind. roundwood (NC),Exports Quantity,1334.25,1000 m3,F
1994,Gabon,Ind. roundwood (NC),Exports Quantity,1449.13,1000 m3,CB
1995,Gabon,Ind. roundwood (NC),Exports Quantity,1641.2,1000 m3,CBI
1996,Gabon,Ind. roundwood (NC),Exports Quantity,2283.71,1000 m3,I
1997,Gabon,Ind. roundwood (NC),Exports Quantity,2444.34,1000 m3,C
1998,Gabon,Ind. roundwood (NC),Exports Quantity,1895.34,1000 m3,CBI
1999,Gabon,Ind. roundwood (NC),Exports Quantity,2073.82,1000 m3,CBI
2000,Gabon,Ind. roundwood (NC),Exports Quantity,2577,1000 m3,CBI
2001,Gabon,Ind. roundwood (NC),Exports Quantity,2418.79,1000 m3,CBI
2002,Gabon,Ind. roundwood (NC),Exports Quantity,2033.08,1000 m3,CBI
2003,Gabon,Ind. roundwood (NC),Exports Quantity,2032.7,1000 m3,CBI
2004,Gabon,Ind. roundwood (NC),Exports Quantity,1613.73,1000 m3,CBI
2005,Gabon,Ind. roundwood (NC),Exports Quantity,1677.77,1000 m3,F
