Year,Country,Product,Flows,Value OR Volume,Unit,Superscript
1996,Guyana,Ind. roundwood (NC.T.),Imports Unit Value,151.21052631578948,$/m3,CB
2001,Guyana,Ind. roundwood (NC.T.),Imports Unit Value,1693.5483870967741,$/m3,CR
2002,Guyana,Ind. roundwood (NC.T.),Imports Unit Value,11749.999999999998,$/m3,CR
2006,Guyana,Ind. roundwood (NC.T.),Imports Unit Value,150,$/m3,CBRI
2008,Guyana,Ind. roundwood (NC.T.),Imports Unit Value,278.6666666666667,$/m3,CBI
2009,Guyana,Ind. roundwood (NC.T.),Imports Unit Value,92.81818181818183,$/m3,CB
2010,Guyana,Ind. roundwood (NC.T.),Imports Unit Value,72.57894736842104,$/m3,CB
2011,Guyana,Ind. roundwood (NC.T.),Imports Unit Value,348,$/m3,CB
2015,Guyana,Ind. roundwood (NC.T.),Imports Unit Value,1169.2307692307693,$/m3,CBR
2019,Guyana,Ind. roundwood (NC.T.),Imports Unit Value,212.12499999999997,$/m3,C
2020,Guyana,Ind. roundwood (NC.T.),Imports Unit Value,256.6666666666667,$/m3,CB
2021,Guyana,Ind. roundwood (NC.T.),Imports Unit Value,525.9306930693069,$/m3,CB
1991,Guyana,Sawnwood,Imports Unit Value,124.21212121212122,$/m3,I
1992,Guyana,Sawnwood,Imports Unit Value,130.5,$/m3,I
1993,Guyana,Sawnwood,Imports Unit Value,345.98589183742024,$/m3,CB
1994,Guyana,Sawnwood,Imports Unit Value,469.92857142857144,$/m3,CB
1995,Guyana,Sawnwood,Imports Unit Value,603.3076923076924,$/m3,I
1996,Guyana,Sawnwood,Imports Unit Value,216.92592592592592,$/m3,I
1997,Guyana,Sawnwood,Imports Unit Value,497.49999999999994,$/m3,I
1998,Guyana,Sawnwood,Imports Unit Value,240,$/m3,I
1999,Guyana,Sawnwood,Imports Unit Value,203.75,$/m3,I
2000,Guyana,Sawnwood,Imports Unit Value,396.00000000000006,$/m3,C
2001,Guyana,Sawnwood,Imports Unit Value,208.39130434782606,$/m3,CB
2002,Guyana,Sawnwood,Imports Unit Value,454.5,$/m3,I
2003,Guyana,Sawnwood,Imports Unit Value,599.375,$/m3,I
2004,Guyana,Sawnwood,Imports Unit Value,403.8214285714285,$/m3,I
2005,Guyana,Sawnwood,Imports Unit Value,614.1951219512196,$/m3,CB
2006,Guyana,Sawnwood,Imports Unit Value,192.86666666666667,$/m3,CB
2007,Guyana,Sawnwood,Imports Unit Value,472.2,$/m3,I
2008,Guyana,Sawnwood,Imports Unit Value,446.1428571428571,$/m3,I
2009,Guyana,Sawnwood,Imports Unit Value,549.5,$/m3,CB
2010,Guyana,Sawnwood,Imports Unit Value,949.4999999999999,$/m3,CB
2011,Guyana,Sawnwood,Imports Unit Value,370.6451612903226,$/m3,CB
2012,Guyana,Sawnwood,Imports Unit Value,328.95238095238096,$/m3,CB
2013,Guyana,Sawnwood,Imports Unit Value,277.78333333333336,$/m3,CB
2014,Guyana,Sawnwood,Imports Unit Value,252.28248587570621,$/m3,I
2015,Guyana,Sawnwood,Imports Unit Value,345.201581027668,$/m3,I
2016,Guyana,Sawnwood,Imports Unit Value,438.86400000000003,$/m3,I
2017,Guyana,Sawnwood,Imports Unit Value,322.3283582089552,$/m3,I
2018,Guyana,Sawnwood,Imports Unit Value,356.2037037037037,$/m3,CB
2019,Guyana,Sawnwood,Imports Unit Value,398.1864406779661,$/m3,I
2020,Guyana,Sawnwood,Imports Unit Value,609.7453183520599,$/m3,I
2021,Guyana,Sawnwood,Imports Unit Value,768.4122807017544,$/m3,I
2022,Guyana,Sawnwood,Imports Unit Value,820.9078947368422,$/m3,I
2023,Guyana,Sawnwood,Imports Unit Value,652.9468599033817,$/m3,I
1991,Guyana,Sawnwood (C),Imports Unit Value,121.96969696969697,$/m3,CB
1992,Guyana,Sawnwood (C),Imports Unit Value,130,$/m3,CB
1994,Guyana,Sawnwood (C),Imports Unit Value,569.6666666666667,$/m3,CB
1995,Guyana,Sawnwood (C),Imports Unit Value,510,$/m3,F
1996,Guyana,Sawnwood (C),Imports Unit Value,216.92592592592592,$/m3,CB
1997,Guyana,Sawnwood (C),Imports Unit Value,244.9479485609308,$/m3,C
1998,Guyana,Sawnwood (C),Imports Unit Value,240,$/m3,C
1999,Guyana,Sawnwood (C),Imports Unit Value,200.99999999999997,$/m3,CB
2000,Guyana,Sawnwood (C),Imports Unit Value,532.5,$/m3,C
2001,Guyana,Sawnwood (C),Imports Unit Value,180.4090909090909,$/m3,CB
2002,Guyana,Sawnwood (C),Imports Unit Value,8467.874794069192,$/m3,C
2003,Guyana,Sawnwood (C),Imports Unit Value,458.3259600070784,$/m3,C
2004,Guyana,Sawnwood (C),Imports Unit Value,330.6666666666667,$/m3,CB
2005,Guyana,Sawnwood (C),Imports Unit Value,407.5833333333333,$/m3,CB
2006,Guyana,Sawnwood (C),Imports Unit Value,960,$/m3,CB
2007,Guyana,Sawnwood (C),Imports Unit Value,328,$/m3,C
2008,Guyana,Sawnwood (C),Imports Unit Value,510.2,$/m3,CB
2009,Guyana,Sawnwood (C),Imports Unit Value,748,$/m3,CB
2010,Guyana,Sawnwood (C),Imports Unit Value,524.2857142857142,$/m3,CB
2011,Guyana,Sawnwood (C),Imports Unit Value,343.19354838709677,$/m3,CB
2012,Guyana,Sawnwood (C),Imports Unit Value,318.44224422442244,$/m3,CB
2013,Guyana,Sawnwood (C),Imports Unit Value,277.1476510067114,$/m3,CB
2014,Guyana,Sawnwood (C),Imports Unit Value,249.98833819241983,$/m3,CB
2015,Guyana,Sawnwood (C),Imports Unit Value,347.48163265306124,$/m3,CB
2016,Guyana,Sawnwood (C),Imports Unit Value,430.3583333333333,$/m3,CB
2017,Guyana,Sawnwood (C),Imports Unit Value,313.484375,$/m3,CB
2018,Guyana,Sawnwood (C),Imports Unit Value,457.8235294117647,$/m3,CB
2019,Guyana,Sawnwood (C),Imports Unit Value,397.1525423728814,$/m3,CB
2020,Guyana,Sawnwood (C),Imports Unit Value,605.4980988593156,$/m3,C
2021,Guyana,Sawnwood (C),Imports Unit Value,764.451754385965,$/m3,C
2022,Guyana,Sawnwood (C),Imports Unit Value,819.7008928571428,$/m3,C
2023,Guyana,Sawnwood (C),Imports Unit Value,655.3631840796021,$/m3,C
1991,Guyana,Sawnwood (NC),Imports Unit Value,1491.9354838709676,$/m3,C
1992,Guyana,Sawnwood (NC),Imports Unit Value,6250.000000000001,$/m3,CR
1993,Guyana,Sawnwood (NC),Imports Unit Value,345.98589183742024,$/m3,CB
1994,Guyana,Sawnwood (NC),Imports Unit Value,290.2,$/m3,CB
1995,Guyana,Sawnwood (NC),Imports Unit Value,914.3333333333334,$/m3,CB
1997,Guyana,Sawnwood (NC),Imports Unit Value,447.49999999999994,$/m3,CB
1999,Guyana,Sawnwood (NC),Imports Unit Value,683.2298136645962,$/m3,CR
2000,Guyana,Sawnwood (NC),Imports Unit Value,123,$/m3,C
2001,Guyana,Sawnwood (NC),Imports Unit Value,1491.4824211670896,$/m3,CB
2002,Guyana,Sawnwood (NC),Imports Unit Value,403.1,$/m3,CB
2003,Guyana,Sawnwood (NC),Imports Unit Value,567,$/m3,CB
2004,Guyana,Sawnwood (NC),Imports Unit Value,462.83333333333337,$/m3,CB
2005,Guyana,Sawnwood (NC),Imports Unit Value,699.6896551724138,$/m3,CB
2006,Guyana,Sawnwood (NC),Imports Unit Value,138.03571428571428,$/m3,CB
2007,Guyana,Sawnwood (NC),Imports Unit Value,568.3333333333334,$/m3,CB
2008,Guyana,Sawnwood (NC),Imports Unit Value,572,$/m3,C
2009,Guyana,Sawnwood (NC),Imports Unit Value,725,$/m3,CB
2010,Guyana,Sawnwood (NC),Imports Unit Value,1531,$/m3,CB
2011,Guyana,Sawnwood (NC),Imports Unit Value,1062.5,$/m3,CB
2012,Guyana,Sawnwood (NC),Imports Unit Value,594.3333333333333,$/m3,CB
2013,Guyana,Sawnwood (NC),Imports Unit Value,745,$/m3,CB
2014,Guyana,Sawnwood (NC),Imports Unit Value,356.19999999999993,$/m3,C
2015,Guyana,Sawnwood (NC),Imports Unit Value,275.375,$/m3,CB
2016,Guyana,Sawnwood (NC),Imports Unit Value,803.75,$/m3,CB
2017,Guyana,Sawnwood (NC),Imports Unit Value,766.5,$/m3,C
2018,Guyana,Sawnwood (NC),Imports Unit Value,265.28070175438603,$/m3,CB
2019,Guyana,Sawnwood (NC),Imports Unit Value,1210,$/m3,C
2020,Guyana,Sawnwood (NC),Imports Unit Value,888.7499999999999,$/m3,CB
2021,Guyana,Sawnwood (NC),Imports Unit Value,2852.790927745321,$/m3,C
2022,Guyana,Sawnwood (NC),Imports Unit Value,888.5,$/m3,CB
2023,Guyana,Sawnwood (NC),Imports Unit Value,686.4,$/m3,CB
1993,Guyana,Sawnwood (NC.T.),Imports Unit Value,345.98589183742024,$/m3,CB
1995,Guyana,Sawnwood (NC.T.),Imports Unit Value,914.3333333333334,$/m3,CB
1997,Guyana,Sawnwood (NC.T.),Imports Unit Value,447.49999999999994,$/m3,CB
1999,Guyana,Sawnwood (NC.T.),Imports Unit Value,1999.9999999999998,$/m3,CR
2000,Guyana,Sawnwood (NC.T.),Imports Unit Value,112.00000000000001,$/m3,C
2001,Guyana,Sawnwood (NC.T.),Imports Unit Value,1491.4824211670896,$/m3,CB
2002,Guyana,Sawnwood (NC.T.),Imports Unit Value,403.1,$/m3,CB
2003,Guyana,Sawnwood (NC.T.),Imports Unit Value,567,$/m3,CB
2004,Guyana,Sawnwood (NC.T.),Imports Unit Value,462.83333333333337,$/m3,CB
2006,Guyana,Sawnwood (NC.T.),Imports Unit Value,1917.0000000000002,$/m3,CB
2008,Guyana,Sawnwood (NC.T.),Imports Unit Value,572,$/m3,C
2012,Guyana,Sawnwood (NC.T.),Imports Unit Value,661.7142857142857,$/m3,CB
2013,Guyana,Sawnwood (NC.T.),Imports Unit Value,745,$/m3,CB
2015,Guyana,Sawnwood (NC.T.),Imports Unit Value,258,$/m3,CB
2016,Guyana,Sawnwood (NC.T.),Imports Unit Value,2447.5524475524476,$/m3,CBR
2017,Guyana,Sawnwood (NC.T.),Imports Unit Value,1056.6666666666665,$/m3,C
2019,Guyana,Sawnwood (NC.T.),Imports Unit Value,1210,$/m3,C
2020,Guyana,Sawnwood (NC.T.),Imports Unit Value,2477.522477522478,$/m3,C
2021,Guyana,Sawnwood (NC.T.),Imports Unit Value,670.2173291392622,$/m3,C
2023,Guyana,Sawnwood (NC.T.),Imports Unit Value,701.9999999999999,$/m3,CB
1991,Guyana,Veneer,Imports Unit Value,653.4,$/m3,I
1992,Guyana,Veneer,Imports Unit Value,9502.923976608188,$/m3,I
1993,Guyana,Veneer,Imports Unit Value,368,$/m3,I
1996,Guyana,Veneer,Imports Unit Value,8000.771158665894,$/m3,I
1997,Guyana,Veneer,Imports Unit Value,1124,$/m3,I
1998,Guyana,Veneer,Imports Unit Value,825,$/m3,I
1999,Guyana,Veneer,Imports Unit Value,1931.5205306499329,$/m3,I
2000,Guyana,Veneer,Imports Unit Value,4114.413613771765,$/m3,I
2001,Guyana,Veneer,Imports Unit Value,372.62760425292305,$/m3,RI
2002,Guyana,Veneer,Imports Unit Value,824.4294947896055,$/m3,I
2003,Guyana,Veneer,Imports Unit Value,6958.18493602427,$/m3,I
2004,Guyana,Veneer,Imports Unit Value,4283.316416861288,$/m3,I
2005,Guyana,Veneer,Imports Unit Value,1537,$/m3,I
2006,Guyana,Veneer,Imports Unit Value,2110.666666666667,$/m3,I
2007,Guyana,Veneer,Imports Unit Value,2773,$/m3,I
2008,Guyana,Veneer,Imports Unit Value,2054.7999999999997,$/m3,I
2009,Guyana,Veneer,Imports Unit Value,1994.866816932923,$/m3,I
2010,Guyana,Veneer,Imports Unit Value,2122,$/m3,I
2011,Guyana,Veneer,Imports Unit Value,1506,$/m3,I
2012,Guyana,Veneer,Imports Unit Value,270.72727272727275,$/m3,I
2013,Guyana,Veneer,Imports Unit Value,950.8571428571428,$/m3,I
2014,Guyana,Veneer,Imports Unit Value,2196,$/m3,I
2015,Guyana,Veneer,Imports Unit Value,315.33333333333337,$/m3,I
2016,Guyana,Veneer,Imports Unit Value,341.58333333333337,$/m3,I
2017,Guyana,Veneer,Imports Unit Value,407.38461538461536,$/m3,I
2018,Guyana,Veneer,Imports Unit Value,444.2,$/m3,I
2019,Guyana,Veneer,Imports Unit Value,769.6666666666667,$/m3,I
2020,Guyana,Veneer,Imports Unit Value,3875,$/m3,I
2021,Guyana,Veneer,Imports Unit Value,1482.8,$/m3,I
2022,Guyana,Veneer,Imports Unit Value,472.49999999999994,$/m3,I
2023,Guyana,Veneer,Imports Unit Value,2621.7999999999997,$/m3,I
1997,Guyana,Veneer (C),Imports Unit Value,239,$/m3,CI
1998,Guyana,Veneer (C),Imports Unit Value,825,$/m3,C
1999,Guyana,Veneer (C),Imports Unit Value,1761.7667728861204,$/m3,C
2000,Guyana,Veneer (C),Imports Unit Value,1127.8195488721803,$/m3,CR
2001,Guyana,Veneer (C),Imports Unit Value,2631.5789473684213,$/m3,CR
2002,Guyana,Veneer (C),Imports Unit Value,676.6917293233082,$/m3,CR
2003,Guyana,Veneer (C),Imports Unit Value,20829.384385333084,$/m3,C
2004,Guyana,Veneer (C),Imports Unit Value,6315.78947368421,$/m3,C
2005,Guyana,Veneer (C),Imports Unit Value,1483.0000000000002,$/m3,CB
2006,Guyana,Veneer (C),Imports Unit Value,2085,$/m3,CB
2007,Guyana,Veneer (C),Imports Unit Value,2832.9999999999995,$/m3,CB
2008,Guyana,Veneer (C),Imports Unit Value,2244.5,$/m3,CB
2009,Guyana,Veneer (C),Imports Unit Value,638.0343537712833,$/m3,C
2010,Guyana,Veneer (C),Imports Unit Value,1932.5,$/m3,CB
2011,Guyana,Veneer (C),Imports Unit Value,1800.3333333333333,$/m3,C
2012,Guyana,Veneer (C),Imports Unit Value,259.9090909090909,$/m3,C
2013,Guyana,Veneer (C),Imports Unit Value,916,$/m3,C
2014,Guyana,Veneer (C),Imports Unit Value,2123,$/m3,C
2015,Guyana,Veneer (C),Imports Unit Value,245.25,$/m3,C
2016,Guyana,Veneer (C),Imports Unit Value,559.8571428571428,$/m3,C
2017,Guyana,Veneer (C),Imports Unit Value,856,$/m3,C
2018,Guyana,Veneer (C),Imports Unit Value,344,$/m3,C
2019,Guyana,Veneer (C),Imports Unit Value,628,$/m3,C
2020,Guyana,Veneer (C),Imports Unit Value,274.56281152319,$/m3,CR
2021,Guyana,Veneer (C),Imports Unit Value,1316.8,$/m3,C
2022,Guyana,Veneer (C),Imports Unit Value,469.5,$/m3,CB
1991,Guyana,Veneer (NC),Imports Unit Value,653.4,$/m3,C
1992,Guyana,Veneer (NC),Imports Unit Value,9502.923976608188,$/m3,C
1993,Guyana,Veneer (NC),Imports Unit Value,368,$/m3,CB
1996,Guyana,Veneer (NC),Imports Unit Value,8000.771158665894,$/m3,CB
1997,Guyana,Veneer (NC),Imports Unit Value,1419,$/m3,CB
1999,Guyana,Veneer (NC),Imports Unit Value,9730.207872622734,$/m3,CR
2000,Guyana,Veneer (NC),Imports Unit Value,4130.843155718119,$/m3,CB
2001,Guyana,Veneer (NC),Imports Unit Value,321.75032175032175,$/m3,CBR
2002,Guyana,Veneer (NC),Imports Unit Value,824.7847827207588,$/m3,CB
2003,Guyana,Veneer (NC),Imports Unit Value,2961.3986540200376,$/m3,C
2004,Guyana,Veneer (NC),Imports Unit Value,2318.941684107175,$/m3,CB
2005,Guyana,Veneer (NC),Imports Unit Value,2324.5135740113647,$/m3,CB
2006,Guyana,Veneer (NC),Imports Unit Value,3341.687552213868,$/m3,C
2007,Guyana,Veneer (NC),Imports Unit Value,2712,$/m3,CB
2008,Guyana,Veneer (NC),Imports Unit Value,1928.0000000000002,$/m3,CB
2009,Guyana,Veneer (NC),Imports Unit Value,2939.7850325837812,$/m3,CB
2010,Guyana,Veneer (NC),Imports Unit Value,2672.234088133507,$/m3,CB
2011,Guyana,Veneer (NC),Imports Unit Value,2467.9112028091336,$/m3,CB
2012,Guyana,Veneer (NC),Imports Unit Value,898.9037944405086,$/m3,C
2013,Guyana,Veneer (NC),Imports Unit Value,976.9999999999999,$/m3,CI
2014,Guyana,Veneer (NC),Imports Unit Value,4465,$/m3,CB
2015,Guyana,Veneer (NC),Imports Unit Value,455,$/m3,C
2016,Guyana,Veneer (NC),Imports Unit Value,304.3170731707317,$/m3,C
2017,Guyana,Veneer (NC),Imports Unit Value,272.8,$/m3,C
2018,Guyana,Veneer (NC),Imports Unit Value,766,$/m3,C
2019,Guyana,Veneer (NC),Imports Unit Value,2898.1544771018453,$/m3,CB
2020,Guyana,Veneer (NC),Imports Unit Value,3861.9999999999995,$/m3,CB
2021,Guyana,Veneer (NC),Imports Unit Value,6221.562586670865,$/m3,C
2022,Guyana,Veneer (NC),Imports Unit Value,1879.6992481203008,$/m3,C
2023,Guyana,Veneer (NC),Imports Unit Value,2621.7999999999997,$/m3,CB
1993,Guyana,Veneer (NC.T.),Imports Unit Value,368,$/m3,CB
1996,Guyana,Veneer (NC.T.),Imports Unit Value,8000.771158665894,$/m3,CB
1997,Guyana,Veneer (NC.T.),Imports Unit Value,1002.6666666666666,$/m3,CB
2000,Guyana,Veneer (NC.T.),Imports Unit Value,4336.98802261719,$/m3,CB
2001,Guyana,Veneer (NC.T.),Imports Unit Value,84.48086508405846,$/m3,CR
2003,Guyana,Veneer (NC.T.),Imports Unit Value,2978.6003470213996,$/m3,C
2006,Guyana,Veneer (NC.T.),Imports Unit Value,3341.687552213868,$/m3,C
2007,Guyana,Veneer (NC.T.),Imports Unit Value,2417.770489617046,$/m3,CB
2008,Guyana,Veneer (NC.T.),Imports Unit Value,1928.0000000000002,$/m3,CB
2009,Guyana,Veneer (NC.T.),Imports Unit Value,3256.64460552579,$/m3,CB
2010,Guyana,Veneer (NC.T.),Imports Unit Value,2676.1819803746653,$/m3,CBR
2012,Guyana,Veneer (NC.T.),Imports Unit Value,1348.9606368863335,$/m3,C
2013,Guyana,Veneer (NC.T.),Imports Unit Value,976.9999999999999,$/m3,CI
2014,Guyana,Veneer (NC.T.),Imports Unit Value,7769.423558897243,$/m3,C
2015,Guyana,Veneer (NC.T.),Imports Unit Value,444.5,$/m3,C
2016,Guyana,Veneer (NC.T.),Imports Unit Value,225.07894736842104,$/m3,C
2017,Guyana,Veneer (NC.T.),Imports Unit Value,231.6,$/m3,C
2018,Guyana,Veneer (NC.T.),Imports Unit Value,765.5,$/m3,C
2020,Guyana,Veneer (NC.T.),Imports Unit Value,417.7109440267335,$/m3,CR
2023,Guyana,Veneer (NC.T.),Imports Unit Value,836.5,$/m3,CB
1990,Guyana,Plywood,Imports Unit Value,900.2369304888484,$/m3,I
1991,Guyana,Plywood,Imports Unit Value,156.40404040404042,$/m3,CB
1992,Guyana,Plywood,Imports Unit Value,260.0444444444444,$/m3,I
1993,Guyana,Plywood,Imports Unit Value,529.75,$/m3,I
1994,Guyana,Plywood,Imports Unit Value,1611.3333333333335,$/m3,I
1995,Guyana,Plywood,Imports Unit Value,438.1333333333333,$/m3,I
1996,Guyana,Plywood,Imports Unit Value,344.7179487179487,$/m3,I
1997,Guyana,Plywood,Imports Unit Value,610.7931034482759,$/m3,I
1998,Guyana,Plywood,Imports Unit Value,475.609756097561,$/m3,I
1999,Guyana,Plywood,Imports Unit Value,586.9655172413793,$/m3,I
2000,Guyana,Plywood,Imports Unit Value,489.5428571428572,$/m3,I
2001,Guyana,Plywood,Imports Unit Value,625,$/m3,I
2002,Guyana,Plywood,Imports Unit Value,452.6470588235294,$/m3,I
2003,Guyana,Plywood,Imports Unit Value,517.3125,$/m3,I
2004,Guyana,Plywood,Imports Unit Value,888.2340425531916,$/m3,I
2005,Guyana,Plywood,Imports Unit Value,456.5714285714286,$/m3,I
2006,Guyana,Plywood,Imports Unit Value,616.0744680851064,$/m3,I
2007,Guyana,Plywood,Imports Unit Value,335.0149253731343,$/m3,I
2008,Guyana,Plywood,Imports Unit Value,229.94117647058823,$/m3,I
2009,Guyana,Plywood,Imports Unit Value,167.88888888888889,$/m3,I
2010,Guyana,Plywood,Imports Unit Value,395.96336996337,$/m3,I
2011,Guyana,Plywood,Imports Unit Value,346.5243055555556,$/m3,I
2012,Guyana,Plywood,Imports Unit Value,424.64102564102564,$/m3,I
2013,Guyana,Plywood,Imports Unit Value,399.701754385965,$/m3,I
2014,Guyana,Plywood,Imports Unit Value,547.7528089887641,$/m3,I
2015,Guyana,Plywood,Imports Unit Value,462.56435643564356,$/m3,I
2016,Guyana,Plywood,Imports Unit Value,363.1681415929204,$/m3,I
2017,Guyana,Plywood,Imports Unit Value,319.6140350877193,$/m3,I
2018,Guyana,Plywood,Imports Unit Value,438.84478371501274,$/m3,I
2019,Guyana,Plywood,Imports Unit Value,325.5853658536585,$/m3,I
2020,Guyana,Plywood,Imports Unit Value,351.3646833013436,$/m3,I
2021,Guyana,Plywood,Imports Unit Value,375.06094182825484,$/m3,CB
2022,Guyana,Plywood,Imports Unit Value,480.8525798525798,$/m3,I
2023,Guyana,Plywood,Imports Unit Value,429.7221269296741,$/m3,I
1990,Guyana,Plywood (C),Imports Unit Value,1221.166892808684,$/m3,CB
1993,Guyana,Plywood (C),Imports Unit Value,486,$/m3,CB
1995,Guyana,Plywood (C),Imports Unit Value,374.25,$/m3,CB
1996,Guyana,Plywood (C),Imports Unit Value,313.09523809523813,$/m3,CB
1997,Guyana,Plywood (C),Imports Unit Value,401.85714285714283,$/m3,CB
1999,Guyana,Plywood (C),Imports Unit Value,515.875,$/m3,CB
2000,Guyana,Plywood (C),Imports Unit Value,612.8461538461538,$/m3,C
2001,Guyana,Plywood (C),Imports Unit Value,800.2499999999999,$/m3,C
2002,Guyana,Plywood (C),Imports Unit Value,724.4170542472887,$/m3,C
2003,Guyana,Plywood (C),Imports Unit Value,689,$/m3,C
2004,Guyana,Plywood (C),Imports Unit Value,735.92,$/m3,C
2005,Guyana,Plywood (C),Imports Unit Value,551.0784313725491,$/m3,C
2006,Guyana,Plywood (C),Imports Unit Value,552.96,$/m3,C
2007,Guyana,Plywood (C),Imports Unit Value,289.6212121212121,$/m3,CB
2008,Guyana,Plywood (C),Imports Unit Value,220,$/m3,CI
2009,Guyana,Plywood (C),Imports Unit Value,138.58441558441558,$/m3,CB
2010,Guyana,Plywood (C),Imports Unit Value,361.2523364485981,$/m3,CB
2011,Guyana,Plywood (C),Imports Unit Value,306.3279220779221,$/m3,CB
2012,Guyana,Plywood (C),Imports Unit Value,381.18367346938777,$/m3,CB
2013,Guyana,Plywood (C),Imports Unit Value,400.9753086419753,$/m3,CB
2014,Guyana,Plywood (C),Imports Unit Value,400.47727272727275,$/m3,CB
2015,Guyana,Plywood (C),Imports Unit Value,326.5263157894737,$/m3,CB
2016,Guyana,Plywood (C),Imports Unit Value,288.225,$/m3,CB
2017,Guyana,Plywood (C),Imports Unit Value,296.9122807017544,$/m3,CB
2018,Guyana,Plywood (C),Imports Unit Value,355.1652892561984,$/m3,CB
2019,Guyana,Plywood (C),Imports Unit Value,295.0235294117647,$/m3,C
2020,Guyana,Plywood (C),Imports Unit Value,284.3953488372093,$/m3,CB
2021,Guyana,Plywood (C),Imports Unit Value,345.84337349397595,$/m3,CB
2022,Guyana,Plywood (C),Imports Unit Value,406.6146341463415,$/m3,CB
2023,Guyana,Plywood (C),Imports Unit Value,372.41880341880346,$/m3,CB
1990,Guyana,Plywood (NC),Imports Unit Value,752.5586995785671,$/m3,CB
1991,Guyana,Plywood (NC),Imports Unit Value,156.40404040404042,$/m3,CB
1992,Guyana,Plywood (NC),Imports Unit Value,260.0444444444444,$/m3,CB
1993,Guyana,Plywood (NC),Imports Unit Value,544.3333333333333,$/m3,CB
1994,Guyana,Plywood (NC),Imports Unit Value,1611.3333333333335,$/m3,CB
1995,Guyana,Plywood (NC),Imports Unit Value,1040,$/m3,CB
1996,Guyana,Plywood (NC),Imports Unit Value,404,$/m3,CB
1997,Guyana,Plywood (NC),Imports Unit Value,709.5238095238095,$/m3,C
1998,Guyana,Plywood (NC),Imports Unit Value,475.609756097561,$/m3,C
1999,Guyana,Plywood (NC),Imports Unit Value,614.047619047619,$/m3,C
2000,Guyana,Plywood (NC),Imports Unit Value,416.6818181818182,$/m3,C
2001,Guyana,Plywood (NC),Imports Unit Value,560.1666666666666,$/m3,C
2002,Guyana,Plywood (NC),Imports Unit Value,420.11764705882354,$/m3,CB
2003,Guyana,Plywood (NC),Imports Unit Value,501.90909090909093,$/m3,CB
2004,Guyana,Plywood (NC),Imports Unit Value,1111.8095238095239,$/m3,C
2005,Guyana,Plywood (NC),Imports Unit Value,385.67647058823525,$/m3,C
2006,Guyana,Plywood (NC),Imports Unit Value,913.2222222222223,$/m3,CB
2007,Guyana,Plywood (NC),Imports Unit Value,3628.0833260699033,$/m3,C
2008,Guyana,Plywood (NC),Imports Unit Value,726.9999999999999,$/m3,CBI
2009,Guyana,Plywood (NC),Imports Unit Value,732,$/m3,CB
2010,Guyana,Plywood (NC),Imports Unit Value,418.3373493975904,$/m3,CB
2011,Guyana,Plywood (NC),Imports Unit Value,392.7164179104477,$/m3,CB
2012,Guyana,Plywood (NC),Imports Unit Value,455.94117647058823,$/m3,CB
2013,Guyana,Plywood (NC),Imports Unit Value,399,$/m3,CBI
2014,Guyana,Plywood (NC),Imports Unit Value,707.4772727272727,$/m3,CB
2015,Guyana,Plywood (NC),Imports Unit Value,638.7954545454545,$/m3,CB
2016,Guyana,Plywood (NC),Imports Unit Value,561.875,$/m3,CB
2017,Guyana,Plywood (NC),Imports Unit Value,379.69911504424783,$/m3,CB
2018,Guyana,Plywood (NC),Imports Unit Value,572.9536423841059,$/m3,CB
2019,Guyana,Plywood (NC),Imports Unit Value,450.01869158878503,$/m3,CB
2020,Guyana,Plywood (NC),Imports Unit Value,481.5141242937853,$/m3,CB
2021,Guyana,Plywood (NC),Imports Unit Value,385.1696750902527,$/m3,CB
2022,Guyana,Plywood (NC),Imports Unit Value,558.9601990049752,$/m3,CB
2023,Guyana,Plywood (NC),Imports Unit Value,468.1432664756447,$/m3,CB
1991,Guyana,Plywood (NC.T.),Imports Unit Value,349.5384615384615,$/m3,CB
1992,Guyana,Plywood (NC.T.),Imports Unit Value,423.5714285714285,$/m3,CB
1993,Guyana,Plywood (NC.T.),Imports Unit Value,544.3333333333333,$/m3,CB
1994,Guyana,Plywood (NC.T.),Imports Unit Value,1198.3333333333335,$/m3,CB
1996,Guyana,Plywood (NC.T.),Imports Unit Value,666.8571428571428,$/m3,CB
1997,Guyana,Plywood (NC.T.),Imports Unit Value,709.5238095238095,$/m3,C
1998,Guyana,Plywood (NC.T.),Imports Unit Value,475.609756097561,$/m3,C
1999,Guyana,Plywood (NC.T.),Imports Unit Value,825.8,$/m3,C
2000,Guyana,Plywood (NC.T.),Imports Unit Value,343.59999999999997,$/m3,C
2001,Guyana,Plywood (NC.T.),Imports Unit Value,642.8257265622357,$/m3,C
2002,Guyana,Plywood (NC.T.),Imports Unit Value,252.72727272727272,$/m3,CB
2003,Guyana,Plywood (NC.T.),Imports Unit Value,789,$/m3,CB
2004,Guyana,Plywood (NC.T.),Imports Unit Value,372.68044522151627,$/m3,C
2005,Guyana,Plywood (NC.T.),Imports Unit Value,376.79999999999995,$/m3,C
2006,Guyana,Plywood (NC.T.),Imports Unit Value,1674.2857142857142,$/m3,CB
2007,Guyana,Plywood (NC.T.),Imports Unit Value,649.3506493506493,$/m3,CR
2008,Guyana,Plywood (NC.T.),Imports Unit Value,726.9999999999999,$/m3,CBI
2009,Guyana,Plywood (NC.T.),Imports Unit Value,455.6666666666667,$/m3,CB
2010,Guyana,Plywood (NC.T.),Imports Unit Value,475.50000000000006,$/m3,CB
